FanID,Institution,EducationStatus,EducationDate,Degree,DegreeType,College,Division,Department
775185,Florida State University,Graduated,1994-04-30T00:00:00.000000000,Bachelor of Arts,PRIMARY,Social Sciences,International Affairs,International Affairs
775186,Florida State University,Graduated,1972-06-01T00:00:00.000000000,Bachelor of Arts,PRIMARY,Arts & Sciences,Arts & Sciences,Arts and Sciences
775188,Florida State University,Graduated,2004-12-11T00:00:00.000000000,Bachelor of Science,PRIMARY,Communication & Information,Communication,Communication Studies
775197,Florida State University,Graduated,1994-04-30T00:00:00.000000000,Juris Doctor,PRIMARY,College of Law,Law School,Law
775199,Florida State University,Graduated,2005-12-17T00:00:00.000000000,Bachelor of Science,PRIMARY,"Education, Health, and Human Sciences",Human Sciences,General Human Sciences
775202,Florida State University,Graduated,1991-04-27T00:00:00.000000000,Bachelor of Arts,PRIMARY,Social Sciences,International Affairs,International Affairs
775202,Florida State University,Graduated,1991-04-27T00:00:00.000000000,Bachelor of Arts,SECONDARY,Social Sciences,Political Science,Political Science
775202,Florida State University,Graduated,1989-12-16T00:00:00.000000000,Associate of Arts,SECONDARY,Social Sciences,Social Sciences,Political Science
775202,Florida State University,Graduated,1989-12-16T00:00:00.000000000,Associate of Arts,PRIMARY,Social Sciences,International Affairs,International Affairs
775206,Florida State University,Graduated,1990-04-28T00:00:00.000000000,Bachelor of Science,PRIMARY,Criminology & Criminal Justice,Criminology,Criminology
775206,Florida State University,Graduated,1996-08-14T00:00:00.000000000,Bachelor of Science,PRIMARY,"Education, Health, and Human Sciences",Teacher Education,Mental Disabilities
775207,Florida State University,Graduated,2007-04-28T00:00:00.000000000,Bachelor of Science,PRIMARY,Criminology & Criminal Justice,Criminology,Criminology
775208,Florida State University,Graduated,2008-12-13T00:00:00.000000000,Bachelor of Science,SECONDARY,Business,Risk Management & Insurance,Real Estate
775208,Florida State University,Graduated,2008-12-13T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Finance,Finance
775209,Florida State University,Graduated,2002-08-16T00:00:00.000000000,Bachelor of Science,PRIMARY,"Education, Health, and Human Sciences",Teacher Education,Social Science Education
775215,Florida State University,Graduated,1959-06-01T00:00:00.000000000,Master of Science,PRIMARY,Arts & Sciences,Biological Sciences,Biological Science
775218,Florida State University,Graduated,1981-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Marketing,Marketing
775220,Florida State University,Incomplete,,,,,,
775221,Florida State University,Graduated,2007-04-28T00:00:00.000000000,Bachelor of Science,PRIMARY,Arts & Sciences,Psychology,Psychology
775223,Florida State University,Graduated,2005-04-30T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Management Information Systems,Management Info Systems
775225,Florida State University,Graduated,2005-08-12T00:00:00.000000000,Bachelor of Science,PRIMARY,Arts & Sciences,Meteorology,Meteorology
775227,Florida State University,Graduated,1996-04-27T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Marketing,Marketing
775230,Florida State University,Graduated,1984-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,Political Science,Political Science
775231,Florida State University,Graduated,1994-04-30T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Accounting,Accounting
775235,Florida State University,Graduated,2001-12-15T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,Geography,Geography
775236,Florida State University,Graduated,1985-08-09T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Finance,Finance
775236,Florida State University,Graduated,1990-08-14T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Accounting,Accounting
775237,Florida State University,Graduated,2000-04-29T00:00:00.000000000,Bachelor of Science,SECONDARY,Business,Risk Management & Insurance,Real Estate
775237,Florida State University,Graduated,2000-04-29T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Finance,Finance
775238,Florida State University,Graduated,2003-05-03T00:00:00.000000000,Associate of Arts,PRIMARY,"Education, Health, and Human Sciences","Child Ed, Reading, & Disab.",Emotional Disturbances/Learning Disabilities
775238,Florida State University,Graduated,2006-04-29T00:00:00.000000000,Bachelor of Science,PRIMARY,"Education, Health, and Human Sciences","Child Ed, Reading, & Disab.",Emotional/Learning Dis
775238,Florida State University,Graduated,2006-04-29T00:00:00.000000000,Master of Science,PRIMARY,"Education, Health, and Human Sciences","Child Ed, Reading, & Disab.",Emotional/Learning Dis
775239,Florida State University,Graduated,1970-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Work,Social Work,Social Work
775243,Florida State University,Graduated,1959-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Risk Management & Insurance,Risk Management/Insurance
775248,Florida State University,Graduated,1964-04-01T00:00:00.000000000,Bachelor of Science,PRIMARY,"Education, Health, and Human Sciences",Teacher Education,Elementary Education
775249,Florida State University,Graduated,2008-04-26T00:00:00.000000000,Bachelor of Science,PRIMARY,Arts & Sciences,Psychology,Psychology
775250,Florida State University,Graduated,2003-05-03T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,International Affairs,International Affairs
775256,Florida State University,Graduated,1994-12-17T00:00:00.000000000,Bachelor of Science,PRIMARY,Criminology & Criminal Justice,Criminology,Criminology
775257,Florida State University,Incomplete,,,PRIMARY,Undergraduate Studies,Undergraduate Studies,Biological Science
775259,Florida State University,Graduated,1977-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,"Education, Health, and Human Sciences","Nutrition, Food & Exercise Sci",Food & Nutrition Science
775260,Florida State University,Graduated,1992-12-12T00:00:00.000000000,Bachelor of Science,PRIMARY,Criminology & Criminal Justice,Criminology,Criminology
775260,Florida State University,Graduated,1991-04-27T00:00:00.000000000,Associate of Arts,PRIMARY,Criminology & Criminal Justice,Criminology,Criminology
775263,Florida State University,Graduated,1990-12-15T00:00:00.000000000,Associate of Arts,PRIMARY,Undergraduate Studies,Undergraduate Studies,Undergraduate Studies
775263,Florida State University,Graduated,1992-08-14T00:00:00.000000000,Bachelor of Arts,PRIMARY,Arts & Sciences,English,Creative Writing
775268,Florida State University,Graduated,1964-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Marketing,Marketing
775269,Florida State University,Graduated,2004-08-13T00:00:00.000000000,Bachelor of Science,PRIMARY,Arts & Sciences,Meteorology,Meteorology
775270,Florida State University,Graduated,1990-04-28T00:00:00.000000000,Bachelor of Science,HISTORICAL,Business,Hospitality,Hospitality Management
775270,Florida State University,Graduated,1990-04-28T00:00:00.000000000,Bachelor of Science,PRIMARY,Dedman College of Hospitality,Dedman College of Hospitality,Hospitality Management
775271,Florida State University,Incomplete,,,,,,
775272,Florida State University,Graduated,1993-08-13T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Management Information Systems,Management Info Systems
775274,Florida State University,Graduated,1963-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,"Education, Health, and Human Sciences",Sports Management,Physical Education
775275,University Of Washington,Graduated,1968-06-01T00:00:00.000000000,Master of Science,,,,
775275,University Of North Carolina At Chapel Hill,Graduated,1967-06-01T00:00:00.000000000,Bachelor of Science in Nursing,,,,
775275,Florida State University,Graduated,1975-08-01T00:00:00.000000000,Doctor of Philosophy,PRIMARY,"Education, Health, and Human Sciences",Educational Leadership,Higher Education
775279,Florida State University,Graduated,1997-04-26T00:00:00.000000000,Master of Science,PRIMARY,Social Sciences,International Affairs,International Affairs
775280,Florida State University,Graduated,2003-12-13T00:00:00.000000000,Bachelor of Science,PRIMARY,"Education, Health, and Human Sciences",Sports Management,Sport Management
775282,Florida State University,Graduated,1999-08-13T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,Political Science,Political Science
775283,Florida State University,Graduated,2001-08-16T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Management Information Systems,Management Info Systems
775290,Florida State University,Graduated,1996-08-14T00:00:00.000000000,Bachelor of Arts,PRIMARY,Arts & Sciences,History,History
775294,Florida State University,Graduated,1995-12-16T00:00:00.000000000,Bachelor of Arts,PRIMARY,Arts & Sciences,Spanish,Spanish
775295,Florida State University,Graduated,1994-04-30T00:00:00.000000000,Bachelor of Science,PRIMARY,"Education, Health, and Human Sciences",Teacher Education,Elementary Education
775299,Florida State University,Graduated,1985-08-09T00:00:00.000000000,Bachelor of Science,PRIMARY,Criminology & Criminal Justice,Criminology,Criminology
775303,Florida State University,Graduated,2004-05-01T00:00:00.000000000,Bachelor of Science,SECONDARY,Social Sciences,Political Science,Political Science
775303,Florida State University,Graduated,2004-05-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Multinational Business Op,Multinational Business Op
775303,Florida State University,Graduated,2007-04-28T00:00:00.000000000,Juris Doctor,PRIMARY,College of Law,Law School,Law
775311,Florida State University,Graduated,1966-04-01T00:00:00.000000000,Bachelor of Science,PRIMARY,"Education, Health, and Human Sciences",Teacher Education,Elementary Education
775315,Florida State University,Graduated,1996-04-27T00:00:00.000000000,Bachelor of Science,PRIMARY,Arts & Sciences,Mathematics,Mathematics
775317,Florida State University,Graduated,2000-08-11T00:00:00.000000000,Bachelor of Science,PRIMARY,Communication & Information,Communication,Digital Media Production
775324,Florida State University,Graduated,2005-12-17T00:00:00.000000000,Bachelor of Science,PRIMARY,"Education, Health, and Human Sciences","Nutrition, Food & Exercise Sci",Exercise Science
775325,Florida State University,Graduated,1997-08-15T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,Political Science,Political Science
775328,Florida State University,Graduated,2003-08-19T00:00:00.000000000,Bachelor of Science,PRIMARY,Arts & Sciences,Biological Sciences,Biological Science
775328,Florida State University,Graduated,2001-12-15T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Marketing,Marketing
775328,Florida State University,Graduated,2001-12-15T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Finance,Finance
775328,Florida State University,Graduated,2000-08-11T00:00:00.000000000,Bachelor of Arts,PRIMARY,Arts & Sciences,Spanish,Spanish
775328,Florida State University,Graduated,2000-08-11T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,International Affairs,International Affairs
775328,Florida State University,Graduated,2001-12-15T00:00:00.000000000,Bachelor of Science,SECONDARY,Business,Multinational Business Op,Multinational Business Op
775329,Florida State University,Graduated,1994-04-30T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,Social Sciences,Social Science
775331,Florida State University,Graduated,1983-06-01T00:00:00.000000000,Bachelor of Arts,PRIMARY,Arts & Sciences,English,English
775334,Florida State University,Graduated,1990-04-28T00:00:00.000000000,Bachelor of Science,PRIMARY,"Education, Health, and Human Sciences",Teacher Education,Elementary Education
775340,Florida State University,Graduated,1999-05-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Finance,Finance
775340,Florida State University,Graduated,1998-05-02T00:00:00.000000000,Associate of Arts,PRIMARY,Business,Management,Management
775341,Florida State University,Graduated,1996-04-27T00:00:00.000000000,Bachelor of Science,SECONDARY,Social Sciences,Political Science,Political Science
775341,Florida State University,Graduated,1994-12-17T00:00:00.000000000,Associate of Arts,PRIMARY,Social Sciences,International Affairs,International Affairs
775341,Florida State University,Graduated,1996-04-27T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,International Affairs,International Affairs
775342,Florida State University,Graduated,1970-06-01T00:00:00.000000000,Master of Science,PRIMARY,Business,Management,Management
775343,Florida State University,Graduated,1990-08-14T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,Political Science,Political Science
775345,Florida State University,Graduated,1993-05-01T00:00:00.000000000,Bachelor of Science,SECONDARY,Business,Finance,Finance
775345,Florida State University,Graduated,1993-05-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Risk Management & Insurance,Real Estate
775348,Florida State University,Graduated,2001-04-28T00:00:00.000000000,Bachelor of Science,PRIMARY,Criminology & Criminal Justice,Criminology,Criminology
775353,Florida State University,Graduated,1992-12-12T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Finance,Finance
775354,Florida State University,Graduated,2001-08-16T00:00:00.000000000,Bachelor of Science,HISTORICAL,Business,Hospitality,Hospitality Management
775354,Florida State University,Graduated,2001-08-16T00:00:00.000000000,Bachelor of Science,PRIMARY,Dedman College of Hospitality,Dedman College of Hospitality,Hospitality Management
775356,Florida State University,Graduated,2008-08-09T00:00:00.000000000,Bachelor of Science,PRIMARY,Communication & Information,Library & Information Studies,Information Technology
775358,Florida State University,Graduated,1978-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,"Education, Health, and Human Sciences",Teacher Education,Elementary Education
775365,Florida State University,Incomplete,,,,,,
775370,Florida State University,Graduated,2003-05-03T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,Economics,Economics
775377,Florida State University,Graduated,2003-08-19T00:00:00.000000000,Bachelor of Science,PRIMARY,Communication & Information,Library & Information Studies,Information Studies
775378,Florida State University,Incomplete,,,,,,
775380,Florida State University,Incomplete,,,,,,
775382,Florida State University,Incomplete,,,,,,
775385,Florida State University,Graduated,1939-06-01T00:00:00.000000000,Bachelor of Arts,PRIMARY,"Education, Health, and Human Sciences",Education,Education
775386,Florida State University,Graduated,1988-12-10T00:00:00.000000000,Bachelor of Science,PRIMARY,Criminology & Criminal Justice,Criminology,Criminology
775393,Florida State University,Graduated,2001-08-16T00:00:00.000000000,Doctor of Philosophy,PRIMARY,"Education, Health, and Human Sciences",Educational Psychology,Sports Psychology
775398,Florida State University,Graduated,1973-08-01T00:00:00.000000000,Doctor of Philosophy,PRIMARY,Communication & Information,Library & Information Studies,Library Studies
775398,Florida State University,Graduated,1965-06-01T00:00:00.000000000,Master of Science,PRIMARY,Communication & Information,Library & Information Studies,Library Studies
775403,University Of California-Irvine,Graduated,,Master of Science,,,,
775403,University Of California-Los Angeles,Graduated,,Master of Business Administration,,,,
775403,Florida State University,Graduated,1992-04-25T00:00:00.000000000,Bachelor of Science,PRIMARY,Arts & Sciences,Biological Sciences,Biological Science
775404,Florida State University,Graduated,1983-06-01T00:00:00.000000000,Associate of Arts,PRIMARY,Business,Business Administration,Business Administration
775419,Florida State University,Graduated,1987-05-02T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,International Affairs,International Affairs
775427,Florida State University,Graduated,1997-04-26T00:00:00.000000000,Bachelor of Science,PRIMARY,Criminology & Criminal Justice,Criminology,Criminology
775429,Florida State University,Graduated,1998-08-14T00:00:00.000000000,Associate of Arts,PRIMARY,Social Sciences,Economics,Economics
775429,Florida State University,Graduated,1999-12-18T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,Economics,Economics
775436,Florida State University,Graduated,1999-08-13T00:00:00.000000000,Bachelor of Science,PRIMARY,Communication & Information,Communication,Communication/Advertising
775436,Florida State University,Graduated,1997-04-26T00:00:00.000000000,Associate of Arts,PRIMARY,Social Sciences,Social Sciences,Social Science
775436,Florida State University,Graduated,2004-08-13T00:00:00.000000000,Master of Science,PRIMARY,Fine Arts,Interior Design,Interior Design
775443,Florida State University,Graduated,1980-06-01T00:00:00.000000000,Bachelor of Arts,PRIMARY,Social Sciences,Political Science,Political Science
775443,Florida State University,Graduated,1978-06-01T00:00:00.000000000,Associate of Arts,PRIMARY,Social Sciences,Social Sciences,Political Science
775444,Florida State University,Graduated,1997-04-26T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Finance,Finance
775444,Florida State University,Graduated,2000-04-29T00:00:00.000000000,Master of Business Administration,PRIMARY,Business,Business Administration,Business Administration
775450,Florida State University,Graduated,2009-08-08T00:00:00.000000000,Bachelor of Arts,PRIMARY,Arts & Sciences,Religion,Religion
775453,Florida State University,Graduated,2009-05-02T00:00:00.000000000,Bachelor of Science,SECONDARY,Business,Finance,Finance
775453,Florida State University,Graduated,2009-05-02T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Risk Management & Insurance,Real Estate
775455,Florida State University,Graduated,2009-12-12T00:00:00.000000000,Bachelor of Science,PRIMARY,Arts & Sciences,Psychology,Psychology
775461,Florida State University,Graduated,1997-04-26T00:00:00.000000000,Bachelor of Science,PRIMARY,Communication & Information,Communication,Interpersonal Communication
775461,Florida State University,Graduated,2000-08-11T00:00:00.000000000,Master of Science,PRIMARY,Communication & Information,Communication,Mass Communication
775465,Florida State University,Graduated,1988-08-15T00:00:00.000000000,Associate of Arts,PRIMARY,Business,Risk Management & Insurance,Risk Management/Insurance
775465,Florida State University,Graduated,1990-04-28T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Risk Management & Insurance,Risk Management/Insurance
775468,Florida State University,Graduated,2018-05-05T00:00:00.000000000,Bachelor of Science,PRIMARY,Applied Studies,Public Safety,Law Enforcement Intell
775470,Florida State University,Graduated,2005-12-17T00:00:00.000000000,Bachelor of Science,PRIMARY,"Education, Health, and Human Sciences","Nutrition, Food & Exercise Sci",Exercise Science
775473,Florida State University,Graduated,1991-04-27T00:00:00.000000000,Bachelor of Science,PRIMARY,Jim Moran Entrepreneurship,Jim Moran Entrepreneurship,Merchandising
775473,Florida State University,Graduated,1991-04-27T00:00:00.000000000,Bachelor of Science,HISTORICAL,"Education, Health, and Human Sciences",Retail Merch & Product Dev,Merchandising
775476,Florida State University,Graduated,2004-05-01T00:00:00.000000000,Bachelor of Science,PRIMARY,"Education, Health, and Human Sciences",Sports Management,Sport Management
775477,Florida State University,Graduated,1987-12-01T00:00:00.000000000,Master of Science,PRIMARY,Arts & Sciences,Biological Sciences,Biological Science
775477,Florida State University,Graduated,1979-06-01T00:00:00.000000000,Associate of Arts,PRIMARY,Arts & Sciences,Arts & Sciences,Undecided Transient
775477,Florida State University,Graduated,1982-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Arts & Sciences,Biological Sciences,Biological Science
775477,Florida State University,Graduated,1994-04-30T00:00:00.000000000,Doctor of Philosophy,PRIMARY,Arts & Sciences,Biological Sciences,Biological Science
775482,Florida State University,Graduated,2001-12-15T00:00:00.000000000,Bachelor of Science,HISTORICAL,Business,Hospitality,Hospitality Management
775482,Florida State University,Graduated,2001-12-15T00:00:00.000000000,Bachelor of Science,PRIMARY,Dedman College of Hospitality,Dedman College of Hospitality,Hospitality Management
775486,Florida State University,Graduated,1999-12-18T00:00:00.000000000,Bachelor of Science,PRIMARY,Communication & Information,Library & Information Studies,Information Studies
775488,Florida State University,Graduated,1992-04-25T00:00:00.000000000,Bachelor of Science,PRIMARY,Criminology & Criminal Justice,Criminology,Criminology
775491,Florida State University,Graduated,1992-12-12T00:00:00.000000000,Bachelor of Science,PRIMARY,Criminology & Criminal Justice,Criminology,Criminology
775492,Florida State University,Graduated,2001-12-15T00:00:00.000000000,Bachelor of Science,PRIMARY,"Education, Health, and Human Sciences","Nutrition, Food & Exercise Sci",Dietetics
775493,Florida State University,Graduated,1998-08-14T00:00:00.000000000,Bachelor of Science,PRIMARY,Criminology & Criminal Justice,Criminology,Criminology
775495,Florida State University,Incomplete,,,PRIMARY,Applied Studies,Communication (AP),Professional Communication
775498,Florida State University,Graduated,1996-12-14T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Management Information Systems,Management Info Systems
775500,Florida State University,Graduated,1984-04-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Business Administration,Business Administration
775500,Florida State University,Graduated,1983-06-01T00:00:00.000000000,Associate of Arts,PRIMARY,Business,Management,Management
775502,Florida State University,Graduated,1994-12-17T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Marketing,Marketing
775506,Florida State University,Graduated,1993-05-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Finance,Finance
775514,Florida State University,Graduated,1991-08-15T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Accounting,Accounting
775525,Florida State University,Graduated,2005-12-17T00:00:00.000000000,Bachelor of Science,PRIMARY,Fine Arts,Interior Design,Interior Design
775528,Florida State University,Graduated,1983-06-01T00:00:00.000000000,Master of Science,PRIMARY,Criminology & Criminal Justice,Criminology,Criminology
775529,Florida State University,Graduated,1978-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Finance,Finance
775529,University Of Southern California,Graduated,,Juris Doctor,,,,
775532,Florida State University,Graduated,1997-08-15T00:00:00.000000000,Bachelor of Science,PRIMARY,Criminology & Criminal Justice,Criminology,Criminology
775533,Florida State University,Graduated,1971-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Marketing,Marketing
775544,Florida State University,Graduated,2003-05-03T00:00:00.000000000,Doctor of Philosophy,PRIMARY,Social Work,Social Work,Social Work
775549,Florida State University,Graduated,1989-04-29T00:00:00.000000000,Associate of Arts,PRIMARY,Nursing,Nursing,Apparel Design and Technology
775549,Florida State University,Graduated,1993-08-13T00:00:00.000000000,Master of Public Administration,PRIMARY,Social Sciences,Public Administration,Public Administration
775549,Florida State University,Graduated,1991-04-27T00:00:00.000000000,Bachelor of Science,PRIMARY,Communication & Information,Communication,General Communication
775561,Florida State University,Graduated,1969-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Arts & Sciences,Biological Sciences,Biological Science
775562,Florida State University,Graduated,2003-12-13T00:00:00.000000000,Bachelor of Science in Nursing,PRIMARY,Nursing,Nursing,Nursing
775562,Florida State University,Graduated,1998-05-02T00:00:00.000000000,Associate of Arts,PRIMARY,Nursing,Nursing,Nursing
775563,Florida State University,Graduated,1997-08-15T00:00:00.000000000,Associate of Arts,PRIMARY,Business,Management,Management
775563,Florida State University,Graduated,1997-12-13T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Management,Management
775586,Florida State University,Graduated,2005-08-12T00:00:00.000000000,Bachelor of Science,PRIMARY,Arts & Sciences,Computer Science,Computer Science
775589,Florida State University,Graduated,1959-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Marketing,Marketing
775594,Florida State University,Graduated,1988-08-15T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Marketing,Marketing
775598,Florida State University,Graduated,2007-04-28T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,Social Sciences,Social Science
775599,Florida State University,Graduated,1976-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,"Education, Health, and Human Sciences",Sports Management,"Recreation, Tourism, Events"
775604,Florida State University,Graduated,1974-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,Political Science,Political Science
775605,Florida State University,Graduated,1970-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Arts & Sciences,Arts & Sciences,Arts and Sciences
775605,Florida State University,Graduated,1971-06-01T00:00:00.000000000,Master of Business Administration,PRIMARY,Business,Business Administration,Business Administration
775606,Florida State University,Graduated,2002-12-14T00:00:00.000000000,Bachelor of Science,PRIMARY,"Education, Health, and Human Sciences",Sports Management,Sport Management
775607,Florida State University,Graduated,1999-08-13T00:00:00.000000000,Bachelor of Science,PRIMARY,Arts & Sciences,Computer Science,Computer Science
775611,Florida State University,Graduated,1972-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Dedman College of Hospitality,Dedman College of Hospitality,Hospitality Management
775611,Florida State University,Graduated,1975-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,"Education, Health, and Human Sciences",Teacher Education,Elementary Education
775611,Florida State University,Graduated,1976-06-01T00:00:00.000000000,Master of Science,PRIMARY,"Education, Health, and Human Sciences",Teacher Education,Mathematics Education
775611,Florida State University,Graduated,1972-06-01T00:00:00.000000000,Bachelor of Science,HISTORICAL,Business,Hospitality,Hospitality Management
775613,Florida State University,Graduated,1996-04-27T00:00:00.000000000,Bachelor of Science,PRIMARY,Criminology & Criminal Justice,Criminology,Criminology
775614,Florida State University,Graduated,1997-04-26T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Finance,Finance
775617,Florida State University,Graduated,2008-12-13T00:00:00.000000000,Bachelor of Science,PRIMARY,Arts & Sciences,Computer Science,Computer Science
775624,Florida State University,Graduated,1966-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Communication & Information,Communication,Communication/Advertising
775625,Florida State University,Graduated,1988-12-10T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Work,Social Work,Social Work
775625,Florida State University,Graduated,1991-04-27T00:00:00.000000000,Master of Social Work,PRIMARY,Social Work,Social Work,Social Work
775627,Florida State University,Graduated,1970-03-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Management,Management
775635,Florida State University,Graduated,1988-08-15T00:00:00.000000000,Associate of Arts,PRIMARY,Undergraduate Studies,Undergraduate Studies,Undergraduate Studies
775635,Florida State University,Graduated,1990-04-28T00:00:00.000000000,Bachelor of Science,PRIMARY,Criminology & Criminal Justice,Criminology,Criminology
775661,Florida State University,Graduated,1951-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Business Administration,Business Administration
775663,Florida State University,Incomplete,,,,,,
775664,Florida State University,Graduated,2011-04-30T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Management,Human Resource Management
775666,Florida State University,Graduated,1972-06-01T00:00:00.000000000,Master of Arts,PRIMARY,Arts & Sciences,Asian Studies,Asian Studies
775678,Florida State University,Graduated,1969-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Arts & Sciences,Arts & Sciences,Arts and Sciences
775685,Florida State University,Graduated,1961-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Marketing,Marketing
775687,Florida State University,Graduated,1967-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Marketing,Marketing
775687,Florida State University,Graduated,1970-08-01T00:00:00.000000000,Juris Doctor,PRIMARY,College of Law,Law School,Law
775689,Florida State University,Graduated,1983-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Risk Management & Insurance,Risk Management/Insurance
775690,Florida State University,Graduated,1966-04-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Arts & Sciences,Chemistry,Chemistry
775692,Florida State University,Graduated,1966-04-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Business Administration,Business Administration
775698,Florida State University,Graduated,1955-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Work,Social Work,Social Work
775700,Florida State University,Graduated,2005-04-30T00:00:00.000000000,Bachelor of Science,PRIMARY,Arts & Sciences,Biological Sciences,Biological Science
775706,Florida State University,Graduated,2013-05-04T00:00:00.000000000,Bachelor of Science,PRIMARY,Arts & Sciences,Mathematics,Mathematics/FSU
775706,Florida State University,Graduated,2013-05-04T00:00:00.000000000,Bachelor of Science,SECONDARY,Arts & Sciences,Arts & Sciences,Science/Math Teaching
775707,Florida State University,Graduated,1962-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Arts & Sciences,Psychology,Psychology
775712,Florida State University,Graduated,1984-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Arts & Sciences,Biological Sciences,Biological Science
775718,Florida State University,Graduated,1972-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Accounting,Accounting
775720,Florida State University,Graduated,1960-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Accounting,Accounting
775725,Middle Tennessee State University,Graduated,1976-08-01T00:00:00.000000000,Specialist in Education,,,,
775725,Florida State University,Graduated,1970-08-01T00:00:00.000000000,Bachelor of Science,PRIMARY,"Education, Health, and Human Sciences",Education,Education
775725,Middle Tennessee State University,Graduated,1974-12-01T00:00:00.000000000,Master of Education,,,,
775726,Florida State University,Graduated,1995-08-15T00:00:00.000000000,Bachelor of Science,PRIMARY,Criminology & Criminal Justice,Criminology,Criminology
775732,Florida State University,Graduated,2011-04-30T00:00:00.000000000,Bachelor of Arts,PRIMARY,Communication & Information,Communication,Comm/Public Relations
775735,Florida State University,Graduated,2010-05-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Criminology & Criminal Justice,Criminology,Criminology
775736,Florida State University,Graduated,1977-06-01T00:00:00.000000000,Master of Science,PRIMARY,Criminology & Criminal Justice,Criminology,Criminology
