FanID,Institution,EducationStatus,EducationDate,Degree,DegreeType,College,Division,Department
604759,Florida State University,Graduated,1978-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Finance,Finance
604760,Florida State University,Graduated,2013-12-13T00:00:00.000000000,Bachelor of Science,PRIMARY,Dedman College of Hospitality,Dedman College of Hospitality,Hospitality Management
604760,Florida State University,Graduated,2013-12-13T00:00:00.000000000,Bachelor of Science,HISTORICAL,Business,Hospitality,Hospitality Management
604788,Florida State University,Graduated,1988-04-30T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Finance,Finance
604788,Florida State University,Graduated,1988-04-30T00:00:00.000000000,Bachelor of Science,SECONDARY,Business,Multinational Business Op,Multinational Business Op
604833,Florida State University,Graduated,2018-12-15T00:00:00.000000000,Bachelor of Science,SECONDARY,Social Sciences,Economics,Economics
604833,Florida State University,Graduated,2018-12-15T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,Political Science,Political Science
604857,Florida State University,Graduated,1993-05-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,Political Science,Political Science
604875,Florida State University,Graduated,2021-04-24T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,Social Sciences,Interdisc Social Science
604882,Florida State University,Graduated,2020-12-12T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,Social Sciences,Interdisc Social Science
604895,Florida State University,Graduated,1999-05-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Management Information Systems,Management Info Systems
604946,Florida State University,Graduated,2015-12-12T00:00:00.000000000,Bachelor of Science,PRIMARY,Dedman College of Hospitality,Dedman College of Hospitality,Hospitality Management
604946,Florida State University,Graduated,2015-12-12T00:00:00.000000000,Bachelor of Science,HISTORICAL,Business,Hospitality,Hospitality Management
605008,Florida State University,Graduated,1986-12-13T00:00:00.000000000,Master of Science,PRIMARY,Arts & Sciences,Chemistry,Chemistry
605073,Florida State University,Graduated,1974-08-01T00:00:00.000000000,Bachelor of Arts,PRIMARY,"Education, Health, and Human Sciences",Education,Education
605536,Florida State University,Graduated,1961-08-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Arts & Sciences,History,History
605536,Georgia State University,Graduated,1970-08-01T00:00:00.000000000,Master of Science,,,,
605555,Florida State University,Graduated,1994-12-17T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Marketing,Marketing
605583,Florida State University,Graduated,1991-08-15T00:00:00.000000000,Bachelor of Science,PRIMARY,Criminology & Criminal Justice,Criminology,Criminology
605606,Florida State University,Graduated,1990-04-28T00:00:00.000000000,Bachelor of Science,PRIMARY,Jim Moran Entrepreneurship,Jim Moran Entrepreneurship,Merchandising
605606,Florida State University,Graduated,1990-04-28T00:00:00.000000000,Bachelor of Science,HISTORICAL,"Education, Health, and Human Sciences",Retail Merch & Product Dev,Merchandising
605615,Florida State University,Graduated,2015-08-08T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,Economics,Applied Economics
605681,Florida State University,Graduated,2016-08-06T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,Geography,Environmental Studies
605681,Florida State University,Graduated,2017-08-05T00:00:00.000000000,Master of Science,PRIMARY,Social Sciences,Geography,Geographic Information Sci
605692,Florida State University,Graduated,2011-04-30T00:00:00.000000000,Bachelor of Science,PRIMARY,"Education, Health, and Human Sciences",Sports Management,Sport Management
605703,Florida State University,Graduated,2017-05-06T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,Political Science,Political Science
605843,Florida State University,Graduated,2019-05-04T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,International Affairs,International Affairs
605843,Florida State University,Graduated,2020-05-02T00:00:00.000000000,Master of Science,PRIMARY,Social Sciences,International Affairs,International Affairs
605853,Florida State University,Graduated,2009-12-12T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Marketing,Marketing
605876,Florida State University,Graduated,2010-08-07T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Accounting,Accounting
605903,Florida State University,Graduated,1979-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,Economics,Economics
605966,Florida State University,Graduated,1989-12-16T00:00:00.000000000,Associate of Arts,PRIMARY,"Education, Health, and Human Sciences",Sports Management,Physical Education
605966,Florida State University,Graduated,1991-12-14T00:00:00.000000000,Bachelor of Science,PRIMARY,"Education, Health, and Human Sciences",Sports Management,Physical Education
605994,Florida State University,Graduated,1993-05-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,Political Science,Political Science
606003,Florida State University,Graduated,2013-12-13T00:00:00.000000000,Bachelor of Arts,PRIMARY,Arts & Sciences,History,History
606004,Florida State University,Graduated,2013-05-04T00:00:00.000000000,Bachelor of Science,PRIMARY,Criminology & Criminal Justice,Criminology,Criminology
606006,Florida State University,Graduated,2017-05-06T00:00:00.000000000,Master of Science,PRIMARY,Criminology & Criminal Justice,Criminology,Criminal Justice Studies
606010,Florida State University,Incomplete,,,PRIMARY,Undergraduate Studies,Undergraduate Studies,"Business, NFA"
606016,Florida State University,Graduated,1996-08-14T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,Political Science,Political Science
606019,Florida State University,Graduated,1958-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Finance,Finance
606025,Florida State University,Graduated,1999-12-18T00:00:00.000000000,Bachelor of Science,PRIMARY,Arts & Sciences,Psychology,Psychology
606027,Florida State University,Graduated,1975-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,Political Science,Political Science
606027,Florida State University,Graduated,1976-12-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Marketing,Marketing
606028,Florida State University,Graduated,2017-05-06T00:00:00.000000000,Bachelor of Science in Nursing,PRIMARY,Nursing,Nursing,Nursing
606029,Florida State University,Graduated,2009-12-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,Economics,Economics
606039,Florida State University,Graduated,1993-08-13T00:00:00.000000000,Bachelor of Science,PRIMARY,Criminology & Criminal Justice,Criminology,Criminology
606040,Florida State University,Graduated,2013-05-04T00:00:00.000000000,Bachelor of Arts,PRIMARY,Arts & Sciences,English,Creative Writing
606043,Florida State University,Graduated,2014-12-12T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,Political Science,Political Science
606046,Florida State University,Graduated,2007-08-10T00:00:00.000000000,Bachelor of Science,PRIMARY,"Education, Health, and Human Sciences",Teacher Education,Social Science Education
606054,Florida State University,Graduated,2015-05-02T00:00:00.000000000,Bachelor of Arts,PRIMARY,Arts & Sciences,English,"Editing, Writing & Media"
606058,Florida State University,Graduated,2001-12-15T00:00:00.000000000,Bachelor of Science,PRIMARY,Communication & Information,Library & Information Studies,Information Studies
606060,Florida State University,Graduated,2016-04-30T00:00:00.000000000,Bachelor of Science,PRIMARY,Criminology & Criminal Justice,Criminology,Criminology
606061,Florida State University,Graduated,2007-04-28T00:00:00.000000000,Bachelor of Arts,PRIMARY,Criminology & Criminal Justice,Criminology,Criminology
606077,Florida State University,Graduated,2004-12-11T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Risk Management & Insurance,Real Estate
606078,Florida State University,Graduated,2011-04-30T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Management,Management
606082,Florida State University,Graduated,1991-12-14T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Finance,Finance
606085,Florida State University,Graduated,2012-04-28T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,Political Science,Political Science
606088,Florida State University,Graduated,2006-04-29T00:00:00.000000000,Bachelor of Science,PRIMARY,"Education, Health, and Human Sciences",Family & Child Sciences,Child Development
606093,Florida State University,Graduated,1986-08-08T00:00:00.000000000,Bachelor of Science,PRIMARY,Engineering,Mechanical,Mechanical Engineering
606099,Florida State University,Graduated,2007-12-15T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Finance,Finance
606124,Florida State University,Graduated,2011-04-30T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,Social Sciences,Social Science
606129,Florida State University,Graduated,2001-04-28T00:00:00.000000000,Bachelor of Science,PRIMARY,Arts & Sciences,Mathematics,Applied/Comp Mathematics
606134,Florida State University,Graduated,2017-05-06T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,Economics,Economics
606159,Florida State University,Incomplete,,,,,,
606175,Florida State University,Graduated,2014-05-02T00:00:00.000000000,Bachelor of Science,PRIMARY,Engineering,Civil & Environmental,Civil Engineering
606203,Florida State University,Graduated,2008-08-09T00:00:00.000000000,Bachelor of Science,HISTORICAL,Business,Hospitality,Hospitality Management
606203,Florida State University,Graduated,2008-08-09T00:00:00.000000000,Bachelor of Science,PRIMARY,Dedman College of Hospitality,Dedman College of Hospitality,Hospitality Management
606207,University Of Florida,Graduated,1998-06-01T00:00:00.000000000,Juris Doctor,,,,
606207,Florida State University,Graduated,1994-04-30T00:00:00.000000000,Bachelor of Science,PRIMARY,Communication & Information,Communication & Information,Political Communication
606314,Florida State University,Graduated,1996-04-27T00:00:00.000000000,Bachelor of Arts,PRIMARY,Arts & Sciences,English,Literature
606491,Florida State University,Graduated,1972-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Accounting,Accounting
606658,Florida State University,Graduated,1983-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Work,Social Work,Social Work
606814,Florida State University,Graduated,1986-04-26T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Finance,Finance
606853,Florida State University,Graduated,1995-04-29T00:00:00.000000000,Bachelor of Arts,SECONDARY,Arts & Sciences,English,Literature
606853,Florida State University,Graduated,1995-04-29T00:00:00.000000000,Bachelor of Arts,PRIMARY,Arts & Sciences,Arts & Sciences,American Studies
606866,Florida State University,Graduated,2013-05-04T00:00:00.000000000,Bachelor of Science,HISTORICAL,Business,Hospitality,Hospitality Management
606866,Florida State University,Graduated,2013-05-04T00:00:00.000000000,Bachelor of Science,PRIMARY,Dedman College of Hospitality,Dedman College of Hospitality,Hospitality Management
606870,Florida State University,Graduated,2000-04-29T00:00:00.000000000,Master of Business Administration,PRIMARY,Business,Business Administration,Business Administration
606919,Florida State University,Graduated,2015-05-02T00:00:00.000000000,Bachelor of Science,PRIMARY,Arts & Sciences,Psychology,Psychology
606920,Florida State University,Graduated,2014-05-02T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,International Affairs,International Affairs
606924,Florida State University,Graduated,2021-04-24T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Management,Management
606924,Florida State University,Graduated,2021-04-24T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Marketing,Professional Sales
606927,Florida State University,Graduated,1951-01-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Accounting,Accounting
606947,Florida State University,Graduated,2011-12-17T00:00:00.000000000,Bachelor of Science,PRIMARY,Criminology & Criminal Justice,Criminology,Criminology
606949,Florida State University,Graduated,1997-04-26T00:00:00.000000000,Bachelor of Science,PRIMARY,Criminology & Criminal Justice,Criminology,Criminology
607007,Florida State University,Incomplete,,,PRIMARY,Social Sciences,Political Science,Political Science
607095,Florida State University,Graduated,1982-08-01T00:00:00.000000000,Bachelor of Science,PRIMARY,"Education, Health, and Human Sciences",Teacher Education,Mathematics Education
607177,Florida State University,Graduated,1976-06-01T00:00:00.000000000,Master of Accounting,PRIMARY,Business,Accounting,Accounting
607177,Florida State University,Graduated,1975-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Accounting,Accounting
607464,Florida State University,Graduated,1985-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Criminology & Criminal Justice,Criminology,Criminology
607614,Florida State University,Graduated,2016-04-30T00:00:00.000000000,Bachelor of Science,PRIMARY,Arts & Sciences,Biological Sciences,Biological Science
607626,Florida State University,Graduated,2020-08-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,Social Sciences,Interdisc Social Science
607626,Florida State University,Incomplete,,,PRIMARY,Criminology & Criminal Justice,Criminology,Criminal Justice Studies
607634,Florida State University,Graduated,2013-12-13T00:00:00.000000000,Bachelor of Science,PRIMARY,Engineering,Civil & Environmental,Civil Engineering
607634,Florida State University,Graduated,2013-12-13T00:00:00.000000000,Bachelor of Science,SECONDARY,Engineering,Civil & Environmental,Civil Eng/Environmental
607634,Florida State University,Graduated,2017-05-06T00:00:00.000000000,Juris Doctor,PRIMARY,College of Law,Law School,Law
607660,Florida State University,Graduated,2017-05-06T00:00:00.000000000,Bachelor of Science,PRIMARY,Engineering,Chemical & Biomedical,Chemical Engineering
607660,Florida State University,Graduated,2022-12-10T00:00:00.000000000,Master of Business Administration,PRIMARY,Business,Business Administration,Business Admin
607692,Florida State University,Graduated,1992-04-25T00:00:00.000000000,Bachelor of Science,PRIMARY,Communication & Information,Communication,General Communication
607714,Florida State University,Graduated,1967-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Finance,Finance
607748,Florida State University,Currently attending,,,PRIMARY,Social Sciences,Geography,Geography
607748,Florida State University,Graduated,2015-05-02T00:00:00.000000000,Bachelor of Science,PRIMARY,Arts & Sciences,Anthropology,Anthropology
607773,Florida State University,Graduated,2015-08-08T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,Social Sciences,Social Science
607797,Florida State University,Graduated,1976-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Marketing,Marketing
607946,Florida State University,Graduated,1981-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Arts & Sciences,Computer Science,Computer Sci
607956,Florida State University,Graduated,1997-04-26T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Marketing,Marketing
608180,Florida State University,Graduated,2005-12-17T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Risk Management & Insurance,Risk Management/Insurance
608247,Florida State University,Graduated,1992-12-12T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,Political Science,Political Science
608247,Florida State University,Graduated,1995-04-29T00:00:00.000000000,Bachelor of Arts,PRIMARY,Arts & Sciences,History,History
608269,Florida State University,Graduated,2007-08-10T00:00:00.000000000,Bachelor of Science,PRIMARY,Arts & Sciences,Biological Sciences,Biological Science
608275,Florida State University,Graduated,1993-08-13T00:00:00.000000000,Master of Accounting,PRIMARY,Business,Accounting,Taxation
608276,Catholic University Of America,Graduated,,Juris Doctor,,,,
608276,Florida State University,Graduated,1991-04-27T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,Political Science,Political Science
608276,Harvard University,Graduated,,Master of Public Administration,,,,
608296,Florida State University,Graduated,2015-05-02T00:00:00.000000000,Master of Arts,PRIMARY,Arts & Sciences,History,History
608296,Florida State University,Graduated,2020-12-12T00:00:00.000000000,Doctor of Philosophy,PRIMARY,Arts & Sciences,History,History
608297,Palm Beach State College,Graduated,1984-12-01T00:00:00.000000000,Associate of Arts,,,,
608297,Florida State University,Graduated,1987-02-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,Sociology,Sociology
608297,Florida State University,Graduated,1986-12-13T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,Sociology,Sociology
608300,Florida State University,Graduated,2010-12-11T00:00:00.000000000,Bachelor of Science,PRIMARY,"Education, Health, and Human Sciences","Nutrition, Food & Exercise Sci",Exercise Science
608302,Florida State University,Graduated,2025-05-03T00:00:00.000000000,Master of Public Administration,PRIMARY,Social Sciences,Public Administration,Public Administration
608302,Florida State University,Graduated,2021-04-24T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,International Affairs,International Affairs
608305,Florida State University,Graduated,1999-05-01T00:00:00.000000000,Doctor of Philosophy,PRIMARY,Arts & Sciences,Chemistry,Chemistry
608307,Florida State University,Graduated,1982-06-01T00:00:00.000000000,Bachelor of Arts,PRIMARY,Arts & Sciences,English,Creative Writing
608398,Florida State University,Graduated,1985-12-14T00:00:00.000000000,Bachelor of Science,PRIMARY,Criminology & Criminal Justice,Criminology,Criminology
608487,Florida State University,Graduated,1985-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Finance,Finance
608573,Florida State University,Graduated,1984-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Business Administration,Business Administration
608573,Florida State University,Graduated,1981-06-01T00:00:00.000000000,Associate of Arts,PRIMARY,Business,Management,Management
608640,Florida State University,Graduated,1989-04-29T00:00:00.000000000,Master of Science,PRIMARY,"Education, Health, and Human Sciences",Educational Psychology,Rehabilitation Services
608640,Florida State University,Graduated,1984-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,"Education, Health, and Human Sciences",Sports Management,Physical Education
608690,Florida State University,Graduated,1985-04-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,International Affairs,International Affairs
608695,Florida State University,Graduated,1996-04-27T00:00:00.000000000,Bachelor of Science,PRIMARY,Criminology & Criminal Justice,Criminology,Criminology
608715,Florida State University,Graduated,1996-04-27T00:00:00.000000000,Bachelor of Science,PRIMARY,Engineering,Electrical & Computer,Electrical Engineering
608828,Florida State University,Graduated,1983-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Arts & Sciences,Arts & Sciences,Medical Technology
608909,Florida State University,Graduated,2008-04-26T00:00:00.000000000,Doctor of Medicine,PRIMARY,College of Medicine,Medical School,Medicine
608951,Florida State University,Graduated,1961-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Risk Management & Insurance,Risk Management/Insurance
608952,Florida State University,Graduated,1966-12-01T00:00:00.000000000,Bachelor of Science,PRIMARY,"Education, Health, and Human Sciences",Sports Management,Physical Education
608953,Florida State University,Graduated,1989-04-29T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,Social Sciences,Social Science
608953,Florida State University,Graduated,1987-12-12T00:00:00.000000000,Associate of Arts,PRIMARY,Arts & Sciences,History,History
608953,Florida State University,Graduated,1989-04-29T00:00:00.000000000,Bachelor of Science,SECONDARY,Arts & Sciences,History,History
608976,Florida State University,Graduated,1981-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Communication & Information,Communication,Comm/Public Relations
609002,Florida State University,Graduated,2007-04-28T00:00:00.000000000,Bachelor of Science,PRIMARY,"Education, Health, and Human Sciences","Nutrition, Food & Exercise Sci",Exercise Science
609268,Florida State University,Incomplete,,,PRIMARY,Communication & Information,Library & Information Studies,Information Technology
609269,Florida State University,Graduated,1985-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Criminology & Criminal Justice,Criminology,Criminology
609499,Florida State University,Graduated,1983-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Communication & Information,Communication,Communication Studies
609528,Florida State University,Graduated,2017-05-06T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Marketing,Professional Sales
609529,Florida State University,Graduated,2021-04-24T00:00:00.000000000,Master of Science,PRIMARY,"Education, Health, and Human Sciences",Educational Psychology,Instructional Systems
609571,Florida State University,Graduated,2008-12-13T00:00:00.000000000,Bachelor of Science,PRIMARY,"Education, Health, and Human Sciences",Sports Management,"Recreation, Tourism, Events"
609737,Florida State University,Graduated,1969-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Management,Management
609841,Florida State University,Graduated,2018-05-05T00:00:00.000000000,Master of Science,PRIMARY,Communication & Information,Information,Information
609841,Florida State University,Graduated,1999-08-13T00:00:00.000000000,Bachelor of Science,PRIMARY,Criminology & Criminal Justice,Criminology,Criminology
609899,Florida State University,Graduated,2019-05-04T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,Economics,Economics
609930,Florida State University,Graduated,1973-06-01T00:00:00.000000000,Bachelor of Arts,PRIMARY,Arts & Sciences,History,History
609930,Florida State University,Graduated,1979-06-01T00:00:00.000000000,Master of Arts,PRIMARY,Arts & Sciences,History,History
610300,Florida State University,Graduated,2005-04-30T00:00:00.000000000,Bachelor of Science,PRIMARY,Communication & Information,Library & Information Studies,Information Studies
610380,Florida State University,Graduated,1963-06-01T00:00:00.000000000,Bachelor of Arts,PRIMARY,Arts & Sciences,Arts & Sciences,Arts and Sciences
610471,Florida State University,Graduated,1985-08-09T00:00:00.000000000,Bachelor of Science,PRIMARY,"Education, Health, and Human Sciences",Sports Management,"Recreation, Tourism, Events"
610562,Florida State University,Graduated,1985-12-14T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Finance,Finance
610576,Florida State University,Graduated,1995-04-29T00:00:00.000000000,Bachelor of Science,PRIMARY,"Education, Health, and Human Sciences",Teacher Education,Mathematics Education
610610,Florida State University,Graduated,1978-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Arts & Sciences,Biological Sciences,Biological Science
610649,Florida State University,Graduated,1996-04-27T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,Social Sciences,Social Science
610810,Florida State University,Graduated,1976-06-01T00:00:00.000000000,Bachelor of Arts,PRIMARY,Arts & Sciences,Religion,Religion
610828,Florida State University,Graduated,2003-08-19T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Finance,Finance
610828,Florida State University,Graduated,2009-05-02T00:00:00.000000000,Master of Business Administration,PRIMARY,Business,Business Administration,Business Administration
610871,Florida State University,Incomplete,,,PRIMARY,Undergraduate Studies,Undergraduate Studies,Exploratory I
610966,Florida State University,Graduated,1994-04-30T00:00:00.000000000,Bachelor of Science,PRIMARY,"Education, Health, and Human Sciences",Teacher Education,Elementary Education
610966,Florida State University,Graduated,1992-04-25T00:00:00.000000000,Associate of Arts,PRIMARY,Undergraduate Studies,Undergraduate Studies,Undergraduate Studies
610972,Florida State University,Graduated,2002-04-27T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Finance,Finance
610972,Florida State University,Graduated,2002-04-27T00:00:00.000000000,Bachelor of Science,SECONDARY,Business,Marketing,Marketing
610994,Florida State University,Graduated,2018-08-04T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,Geography,Environment & Society
611011,Florida State University,Graduated,2003-12-13T00:00:00.000000000,Bachelor of Science,PRIMARY,Communication & Information,Communication,General Communication
611072,Florida State University,Graduated,1997-04-26T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Management,Management
611072,Florida State University,Graduated,1997-04-26T00:00:00.000000000,Bachelor of Science,SECONDARY,Business,Management,Human Resource Management
611156,Florida State University,Graduated,2005-04-30T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,Economics,Economics
611167,Florida State University,Graduated,2002-04-27T00:00:00.000000000,Bachelor of Science,PRIMARY,Communication & Information,Communication,Communication/Advertising
611306,Florida State University,Graduated,1980-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Marketing,Marketing
611335,Florida State University,Graduated,2008-04-26T00:00:00.000000000,Juris Doctor,PRIMARY,College of Law,Law School,Law
611473,Florida State University,Graduated,1975-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,"Education, Health, and Human Sciences",Teacher Education,English Education
611541,Florida State University,Graduated,2004-05-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Management Information Systems,Management Info Systems
611576,Florida State University,Graduated,1959-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Work,Social Work,Social Work
611736,Florida State University,Graduated,1996-12-14T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Management Information Systems,Management Info Systems
611769,Florida State University,Graduated,1963-12-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Business,Pre-Law
611769,Florida State University,Graduated,1970-08-01T00:00:00.000000000,Master of Science,PRIMARY,"Education, Health, and Human Sciences",Education,Education
611789,Florida State University,Graduated,1989-08-15T00:00:00.000000000,Bachelor of Science,SECONDARY,Social Sciences,Political Science,Political Science
611789,Florida State University,Graduated,1989-08-15T00:00:00.000000000,Bachelor of Science,PRIMARY,Criminology & Criminal Justice,Criminology,Criminology
611851,Florida State University,Graduated,1996-12-14T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,Economics,Economics
611868,Florida State University,Graduated,2006-04-29T00:00:00.000000000,Bachelor of Science,PRIMARY,"Education, Health, and Human Sciences","Nutrition, Food & Exercise Sci",Dietetics
611887,Florida State University,Graduated,2016-08-06T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,Economics,Economics
611908,Florida State University,Graduated,2017-05-06T00:00:00.000000000,Bachelor of Science,PRIMARY,Criminology & Criminal Justice,Criminology,Criminology
611942,Florida State University,Graduated,2016-08-06T00:00:00.000000000,Bachelor of Arts,PRIMARY,Arts & Sciences,Religion,Religion
611946,Florida State University,Graduated,2016-04-30T00:00:00.000000000,Bachelor of Science,PRIMARY,Communication & Information,Information,Information Comm/Technology
612198,Florida State University,Graduated,2012-04-28T00:00:00.000000000,Bachelor of Science,SECONDARY,Social Sciences,Economics,Economics
612198,Florida State University,Graduated,2012-04-28T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Finance,Finance
612247,Florida State University,Graduated,1982-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Finance,Finance
612427,Florida State University,Graduated,1955-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Risk Management & Insurance,Risk Management/Insurance
612545,Florida State University,Graduated,1970-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,"Education, Health, and Human Sciences",Human Sciences,Human Sciences
612637,Florida State University,Graduated,1976-12-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Accounting,Accounting
612731,Florida State University,Graduated,1976-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Arts & Sciences,Biological Sciences,Biological Science
612791,Florida State University,Graduated,2018-05-05T00:00:00.000000000,Bachelor of Science,PRIMARY,Communication & Information,Communication,Media/Communication Studies
613012,Florida State University,Graduated,2016-12-17T00:00:00.000000000,Bachelor of Arts,PRIMARY,Fine Arts,Art,Studio Art
613083,Florida State University,Graduated,2017-05-06T00:00:00.000000000,Bachelor of Arts,PRIMARY,Fine Arts,Theatre,Theatre
613114,Florida State University,Graduated,2019-05-04T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Risk Management & Insurance,Real Estate
613162,Florida State University,Graduated,2019-08-03T00:00:00.000000000,Bachelor of Science,PRIMARY,Communication & Information,Information,Information Technology
613221,Florida State University,Graduated,1985-08-09T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Finance,Finance
613232,Florida State University,Graduated,1993-05-01T00:00:00.000000000,Bachelor of Science,PRIMARY,"Education, Health, and Human Sciences",Teacher Education,Science Education
613300,Florida State University,Graduated,1984-12-01T00:00:00.000000000,Juris Doctor,PRIMARY,College of Law,Law School,Law
613360,Florida State University,Graduated,1981-12-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Marketing,Marketing
613494,Florida State University,Incomplete,,,,,,
613604,Florida State University,Graduated,1971-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Business Administration,Business Administration
613618,Florida State University,Graduated,2001-04-28T00:00:00.000000000,Bachelor of Science,PRIMARY,Engineering,Civil & Environmental,Civil Engineering
613675,Florida State University,Graduated,1978-06-01T00:00:00.000000000,Master of Science,PRIMARY,Criminology & Criminal Justice,Criminology,Criminology
613675,Florida State University,Graduated,1975-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Criminology & Criminal Justice,Criminology,Criminology
613675,Florida State University,Graduated,1987-05-02T00:00:00.000000000,Doctor of Philosophy,PRIMARY,Criminology & Criminal Justice,Criminology,Criminology
613749,Florida State University,Graduated,1971-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,"Education, Health, and Human Sciences",Teacher Education,Social Science Education
613749,Florida State University,Graduated,1978-03-01T00:00:00.000000000,Master of Science,PRIMARY,"Education, Health, and Human Sciences",Sports Management,Physical Education
