FanID,IWave_Properties,IWave_PropertiesValue,IWave_AnnualCapacity,IWave_AnnualCapacityTargetProduction
724881,0.0,,2000.0,340.0
724882,0.0,,,
724883,1.0,471700.0,4952.0,841.84
724884,0.0,,,
724885,1.0,493100.0,5177.0,880.09
724887,0.0,,,
724888,1.0,598700.0,2993.0,508.81
724889,0.0,,1250.0,212.5
724890,2.0,1533586.0,24154.0,4106.18
724891,0.0,,15000.0,2550.0
724893,1.0,502200.0,2511.0,426.87
724895,0.0,,1250.0,212.5
724896,0.0,,,
724897,0.0,,0.0,0.0
724898,1.0,315400.0,3154.0,536.18
724901,0.0,,,
724902,1.0,415700.0,4157.0,706.69
724903,1.0,777800.0,8167.0,1388.39
724905,1.0,456300.0,4563.0,775.71
724906,0.0,,,
724909,1.0,303700.0,607.0,103.19
724911,0.0,,,
724912,1.0,635800.0,3338.0,567.46
724913,0.0,,,
724915,0.0,,1900.0,323.0
724917,0.0,,,
724918,0.0,,,
724921,1.0,371000.0,1947.0,330.99
724922,1.0,359400.0,3500.0,595.0
724923,7.0,1471916.0,20044.0,3407.48
724925,1.0,357900.0,1789.0,304.13
724927,0.0,,,
724929,0.0,,,
724930,1.0,567800.0,7500.0,1275.0
724931,0.0,,,
724933,1.0,1245900.0,13082.0,2223.94
724934,0.0,,1000.0,170.0
724935,1.0,451200.0,2256.0,383.52
724938,0.0,,2750.0,467.5
724939,0.0,,5000.0,850.0
724940,1.0,624400.0,6556.0,1114.52
724941,0.0,,7400.0,1258.0
724943,0.0,,,
724944,1.0,430500.0,3500.0,595.0
724945,0.0,,,
724948,1.0,274900.0,577.0,98.09
724949,1.0,2039700.0,30595.0,5201.15
724950,5.0,647900.0,6803.0,1156.51
724952,1.0,750100.0,7876.0,1338.92
725037,1.0,391100.0,3911.0,664.87
725067,1.0,388800.0,1944.0,330.48
725121,0.0,,,
725211,3.0,408800.0,7500.0,1275.0
725213,1.0,772800.0,11250.0,1912.5
725214,1.0,317600.0,667.0,113.39
725216,1.0,425600.0,2234.0,379.78
725217,1.0,504600.0,5298.0,900.66
725218,1.0,325200.0,683.0,116.11
725219,1.0,341800.0,3589.0,610.13
725220,0.0,,,
725221,2.0,163400.0,2250.0,382.5
725222,0.0,,,
725223,1.0,884200.0,8842.0,1503.14
725225,1.0,572000.0,7500.0,1275.0
725226,0.0,,,
725229,0.0,,,
725230,0.0,,,
725231,1.0,435300.0,4570.0,776.9
725233,1.0,652600.0,6526.0,1109.42
725234,0.0,,2000.0,340.0
725236,1.0,400000.0,4000.0,680.0
725237,0.0,,,
725238,0.0,,,
725241,1.0,722799.0,7589.0,1290.13
725242,0.0,,,
725243,0.0,,,
725244,0.0,,,
725247,0.0,,,
725248,2.0,2192000.0,30742.0,5226.14
725250,1.0,593269.0,2966.0,504.22
725251,1.0,734600.0,7713.0,1311.21
725252,1.0,406600.0,8538.0,1451.46
725254,1.0,292700.0,3000.0,510.0
725256,1.0,266000.0,2793.0,474.81
725258,1.0,520100.0,5201.0,884.17
725260,1.0,178600.0,1500.0,255.0
725261,1.0,598300.0,7500.0,1275.0
725262,1.0,491000.0,5155.0,876.35
725263,1.0,373100.0,1958.0,332.86
725264,0.0,,,
725265,1.0,773600.0,7500.0,1275.0
725268,0.0,,2000.0,340.0
725270,0.0,,2000.0,340.0
725271,0.0,,,
725272,3.0,1093000.0,12209.0,2075.53
725273,1.0,572400.0,2862.0,486.54
725274,0.0,,,
725275,0.0,,,
725276,0.0,,2750.0,467.5
725277,,,,
725278,0.0,,2250.0,382.5
725279,0.0,,2250.0,382.5
725280,1.0,265548.0,557.0,94.69
725281,0.0,,,
725284,0.0,,3500.0,595.0
725288,1.0,453000.0,2378.0,404.26
725289,0.0,,,
725290,1.0,769900.0,7699.0,1308.83
725292,0.0,,,
725293,0.0,,,
725296,1.0,257000.0,2698.0,458.66
725297,1.0,336000.0,672.0,114.24
725298,1.0,213000.0,447.0,75.99
725299,1.0,249000.0,2250.0,382.5
725300,0.0,,,
725301,1.0,2131674.0,31975.0,5435.75
725302,0.0,,,
725303,1.0,994000.0,10437.0,1774.29
725304,1.0,186800.0,3922.0,666.74
725307,0.0,,,
725311,0.0,,,
725312,1.0,519500.0,5454.0,927.18
725314,0.0,,1500.0,255.0
725316,1.0,261000.0,5481.0,931.77
725317,1.0,578300.0,6072.0,1032.24
725318,0.0,,,
725319,1.0,443100.0,3500.0,595.0
725320,0.0,,,
725321,0.0,,,
725322,1.0,2201100.0,33016.0,5612.72
725323,1.0,1586400.0,24985.0,4247.45
725324,0.0,,,
725325,2.0,536392.0,5632.0,957.44
725326,0.0,,,
725329,0.0,,,
725331,1.0,699000.0,7339.0,1247.63
725333,1.0,444500.0,2333.0,396.61
725334,0.0,,,
725335,0.0,,,
725336,0.0,,,
725337,0.0,,,
725338,2.0,1368000.0,14364.0,2441.88
725339,1.0,619600.0,7500.0,1275.0
725340,0.0,,,
725341,1.0,101000.0,1060.0,180.2
725342,0.0,,,
725343,1.0,486900.0,5112.0,869.04
725345,0.0,,,
725346,1.0,465900.0,4659.0,792.03
725347,1.0,878100.0,8781.0,1492.77
725350,0.0,,3500.0,595.0
725351,1.0,1517500.0,30350.0,5159.5
725352,1.0,255600.0,536.0,91.12
725354,1.0,405200.0,4254.0,723.18
725355,1.0,515900.0,5159.0,877.03
725357,0.0,,,
725359,1.0,430700.0,4307.0,732.19
725360,1.0,79362.0,166.0,28.22
725361,1.0,214000.0,1123.0,190.91
725363,0.0,,,
725364,0.0,,2750.0,467.5
725365,0.0,,,
725366,0.0,,,
725368,0.0,,,
725369,1.0,1675300.0,30000.0,5100.0
725371,1.0,953100.0,10007.0,1701.19
725373,0.0,,,
725374,0.0,,,
725375,0.0,,,
725377,0.0,,1750.0,297.5
725380,0.0,,,
725382,2.0,520400.0,5464.0,928.88
725383,1.0,323000.0,3000.0,510.0
725384,0.0,,,
725385,1.0,2432900.0,36493.0,6203.81
725386,1.0,322200.0,1691.0,287.47
725388,2.0,522380.0,5485.0,932.45
725389,1.0,303450.0,3186.0,541.62
725390,0.0,,,
725394,0.0,,,
725395,1.0,860300.0,4301.0,731.17
725396,0.0,,,
725398,0.0,,7500.0,1275.0
725399,0.0,,,
725400,0.0,,,
725402,5.0,491972.0,9316.0,1583.72
725406,1.0,348300.0,7500.0,1275.0
725409,1.0,361600.0,3000.0,510.0
725410,0.0,,,
725412,0.0,,,
725413,1.0,610600.0,6411.0,1089.87
725414,1.0,689200.0,6892.0,1171.64
725415,0.0,,,
725416,0.0,,,
725417,0.0,,4500.0,765.0
725418,1.0,710300.0,7103.0,1207.51
725419,0.0,,,
725420,0.0,,,
725423,0.0,,,
725424,0.0,,,
725425,1.0,485930.0,4859.0,826.03
725427,1.0,690700.0,6907.0,1174.19
725428,0.0,,,
725429,1.0,155300.0,1500.0,255.0
725430,0.0,,,
725431,1.0,481300.0,5053.0,859.01
725432,0.0,,,
725433,1.0,834600.0,11250.0,1912.5
725434,1.0,90155.0,946.0,160.82
725436,1.0,243300.0,2250.0,382.5
725437,0.0,,30000.0,5100.0
725438,3.0,1593500.0,33463.0,5688.71
725440,1.0,560900.0,5889.0,1001.13
725441,0.0,,,
725443,0.0,,,
725444,1.0,303800.0,607.0,103.19
725445,1.0,515800.0,2708.0,460.36
725446,0.0,,,
725447,2.0,126115.0,1250.0,212.5
725448,1.0,906800.0,9521.0,1618.57
725450,1.0,662800.0,6959.0,1183.03
725451,0.0,,,
725452,1.0,2090300.0,20903.0,3553.51
725453,0.0,,,
725454,0.0,,,
725455,0.0,,,
725456,0.0,,,
725457,1.0,1306200.0,13062.0,2220.54
725460,2.0,1306200.0,19614.0,3334.38
725461,0.0,,,
725462,0.0,,,
725463,0.0,,,
725464,0.0,,,
725465,0.0,,,
725467,1.0,562700.0,5908.0,1004.36
725468,0.0,,,
725469,3.0,667758.0,7011.0,1191.87
725470,0.0,,,
725471,1.0,831400.0,8314.0,1413.38
725472,1.0,438200.0,2191.0,372.47
725473,,,,
725474,1.0,296400.0,3112.0,529.04
725476,0.0,,,
725477,1.0,275414.0,2754.0,468.18
725478,1.0,64737.0,136.0,23.12
725479,0.0,,,
725481,1.0,238700.0,2506.0,426.02
725482,0.0,,,
725483,1.0,247100.0,494.0,83.98
725484,2.0,2750000.0,47911.0,8144.87
725485,0.0,,,
725486,0.0,,50000.0,8500.0
725487,1.0,351900.0,1759.0,299.03
725488,0.0,,1500.0,255.0
725489,0.0,,,
725490,0.0,,1500.0,255.0
725491,0.0,,,
725493,1.0,1105200.0,11052.0,1878.84
725494,1.0,977882.0,11250.0,1912.5
725495,1.0,614630.0,11250.0,1912.5
725497,0.0,,,
725498,1.0,747800.0,7478.0,1271.26
725499,0.0,,,
725500,0.0,,,
725501,0.0,,,
725502,0.0,,,
725503,1.0,311600.0,623.0,105.91
725504,0.0,,,
725505,1.0,389600.0,3896.0,662.32
725506,0.0,,,
725507,,,,
725508,2.0,428500.0,5915.0,1005.55
725509,0.0,,,
725510,1.0,461300.0,2306.0,392.02
725511,1.0,886700.0,8867.0,1507.39
725513,0.0,,,
725514,0.0,,,
725516,0.0,,,
725517,1.0,1027500.0,20000.0,3400.0
725519,0.0,,,
725520,0.0,,,
725521,0.0,,,
725523,1.0,489900.0,5144.0,874.48
725524,3.0,5578700.0,77576.0,13187.92
725526,,,,
725527,2.0,1588700.0,25170.0,4278.9
725528,0.0,,750.0,127.5
725529,1.0,328100.0,2750.0,467.5
725530,1.0,416700.0,4167.0,708.39
725531,0.0,,,
725532,0.0,,2500.0,425.0
725533,1.0,233900.0,467.0,79.39
725536,0.0,,,
725538,0.0,,,
725539,0.0,,,
725541,1.0,308300.0,11250.0,1912.5
725542,0.0,,,
725545,,,,
725547,1.0,610700.0,3053.0,519.01
725549,0.0,,,
725553,0.0,,,
725559,0.0,,,
725560,1.0,1569600.0,23544.0,4002.48
725562,0.0,,,
725563,4.0,1080673.0,10806.0,1837.02
725565,3.0,2263800.0,43873.0,7458.41
725566,1.0,507500.0,5328.0,905.76
725567,1.0,332324.0,697.0,118.49
725569,1.0,489700.0,5141.0,873.97
725570,1.0,283990.0,568.0,96.56
725571,1.0,647300.0,6796.0,1155.32
725573,0.0,,1000.0,170.0
725574,0.0,,,
725575,0.0,,,
725576,1.0,422000.0,3500.0,595.0
725577,0.0,,,
725578,1.0,923800.0,9238.0,1570.46
725579,0.0,,,
725580,0.0,,,
725581,1.0,552000.0,5796.0,985.32
725583,15.0,1237463.0,18284.0,3108.28
725584,0.0,,2750.0,467.5
725585,,,,
725586,1.0,705800.0,7411.0,1259.87
725588,3.0,3248581.0,66120.0,11240.4
725593,1.0,339600.0,679.0,115.43
725594,1.0,722300.0,7223.0,1227.91
725595,0.0,,,
725596,1.0,274200.0,7500.0,1275.0
725599,1.0,694400.0,6944.0,1180.48
725602,0.0,,,
725603,0.0,,,
725604,0.0,,,
725605,5.0,3021816.0,43443.0,7385.31
725606,1.0,390700.0,2051.0,348.67
725607,1.0,440300.0,4403.0,748.51
725610,1.0,567600.0,5676.0,964.92
725611,0.0,,,
725612,0.0,,,
725613,0.0,,,
725614,1.0,570400.0,7500.0,1275.0
725615,0.0,,1500.0,255.0
725616,1.0,427700.0,4490.0,763.3
725619,0.0,,3000.0,510.0
725620,44.0,8977539.0,145267.0,24695.39
725621,1.0,734100.0,7341.0,1247.97
725622,1.0,299800.0,2998.0,509.66
725623,0.0,,,
725624,0.0,,,
725625,0.0,,2750.0,467.5
725626,0.0,,,
725627,0.0,,,
725629,1.0,580700.0,7500.0,1275.0
725630,0.0,,,
725631,0.0,,,
725632,0.0,,,
725633,0.0,,,
725635,3.0,362000.0,6756.0,1148.52
725636,0.0,,,
725638,1.0,2331000.0,58275.0,9906.75
725639,1.0,301400.0,602.0,102.34
725640,0.0,,,
725642,1.0,304500.0,3000.0,510.0
725644,0.0,,,
725645,1.0,215400.0,430.0,73.1
725646,0.0,,,
725648,0.0,,,
725649,0.0,,400.0,68.0
725650,1.0,188100.0,376.0,63.92
725651,1.0,722200.0,7222.0,1227.74
725652,0.0,,,
725653,1.0,576700.0,2883.0,490.11
725654,0.0,,,
725655,1.0,881100.0,9251.0,1572.67
725656,1.0,265000.0,2500.0,425.0
725657,7.0,1808150.0,24272.0,4126.24
725658,1.0,338000.0,1690.0,287.3
725659,0.0,,,
725660,0.0,,,
725661,1.0,362600.0,1813.0,308.21
725665,1.0,233600.0,490.0,83.3
725667,0.0,,,
725670,9.0,1149830.0,11364.0,1931.88
725673,1.0,743100.0,7500.0,1275.0
725675,1.0,321800.0,1689.0,287.13
725677,2.0,1311800.0,19414.0,3300.38
725679,1.0,1181100.0,11811.0,2007.87
725680,0.0,,1500.0,255.0
725682,1.0,769000.0,7690.0,1307.3
725683,,,,
725685,0.0,,3500.0,595.0
725687,1.0,440500.0,2202.0,374.34
725689,2.0,1147717.0,11477.0,1951.09
725690,1.0,388000.0,3880.0,659.6
725691,1.0,511900.0,5119.0,870.23
725692,,,,
725693,1.0,995500.0,11250.0,1912.5
725695,1.0,605100.0,6051.0,1028.67
725696,1.0,559700.0,7500.0,1275.0
725698,1.0,1099900.0,10999.0,1869.83
725699,1.0,610800.0,7500.0,1275.0
725700,1.0,533900.0,5339.0,907.63
725701,3.0,933320.0,9333.0,1586.61
725702,1.0,407000.0,2035.0,345.95
725704,1.0,297000.0,623.0,105.91
725707,0.0,,,
725708,0.0,,,
725709,1.0,1059400.0,11123.0,1890.91
725711,0.0,,,
725713,1.0,565400.0,1130.0,192.1
725714,0.0,,,
725715,0.0,,,
725717,0.0,,,
725718,1.0,702600.0,7377.0,1254.09
725720,2.0,446500.0,2274.0,386.58
725722,1.0,514300.0,5143.0,874.31
725723,1.0,608500.0,7500.0,1275.0
725724,0.0,,,
725726,1.0,602600.0,3013.0,512.21
725727,0.0,,,
725728,0.0,,,
725729,0.0,,,
725730,1.0,173100.0,908.0,154.36
725731,1.0,362600.0,1813.0,308.21
725732,0.0,,,
725733,0.0,,,
725735,1.0,860100.0,8601.0,1462.17
725736,1.0,438600.0,7500.0,1275.0
725737,1.0,357100.0,1785.0,303.45
725738,0.0,,,
725739,0.0,,3500.0,595.0
725740,0.0,,,
725741,1.0,586400.0,6157.0,1046.69
725742,1.0,178600.0,893.0,151.81
725743,0.0,,,
725744,0.0,,3000.0,510.0
725745,1.0,558200.0,5861.0,996.37
725746,0.0,,,
725747,0.0,,,
725748,0.0,,,
725749,0.0,,,
725751,0.0,,,
725752,0.0,,,
725753,1.0,310300.0,3258.0,553.86
725755,0.0,,,
725757,0.0,,,
725758,0.0,,,
725760,0.0,,,
725761,0.0,,,
725762,0.0,,,
725764,1.0,1770000.0,26550.0,4513.5
725765,1.0,712100.0,7477.0,1271.09
725768,1.0,699700.0,6997.0,1189.49
725769,1.0,304200.0,638.0,108.46
725770,1.0,498200.0,4982.0,846.94
725771,1.0,987500.0,10368.0,1762.56
725772,0.0,,,
725774,0.0,,,
725775,0.0,,,
725777,0.0,,,
725780,1.0,640000.0,6720.0,1142.4
725781,1.0,559600.0,7500.0,1275.0
725782,1.0,307100.0,3000.0,510.0
725783,3.0,7041799.0,145710.0,24770.7
725785,1.0,567700.0,5677.0,965.09
725786,0.0,,,
725787,1.0,600000.0,6300.0,1071.0
725788,0.0,,,
725790,1.0,329700.0,659.0,112.03
725792,0.0,,,
725793,3.0,3384400.0,71760.0,12199.2
725794,1.0,324700.0,681.0,115.77
725795,0.0,,,
725796,0.0,,2000.0,340.0
725797,0.0,,,
725798,0.0,,,
725799,1.0,632900.0,6329.0,1075.93
725801,1.0,265700.0,558.0,94.86
725802,0.0,,,
725804,1.0,396200.0,792.0,134.64
725805,0.0,,,
725806,1.0,607500.0,6075.0,1032.75
725807,0.0,,,
725808,11.0,4876522.0,91066.0,15481.22
725809,0.0,,,
725811,1.0,270900.0,568.0,96.56
725812,0.0,,,
725813,1.0,541300.0,5413.0,920.21
725814,1.0,299500.0,2250.0,382.5
725815,0.0,,,
725816,1.0,553300.0,7500.0,1275.0
725819,1.0,1355300.0,21346.0,3628.82
725821,1.0,397400.0,794.0,134.98
725823,0.0,,7500.0,1275.0
725824,1.0,1050000.0,10500.0,1785.0
725825,0.0,,,
725826,0.0,,,
725827,2.0,1089700.0,25842.0,4393.14
725829,0.0,,,
725830,0.0,,,
725831,0.0,,,
725832,0.0,,4500.0,765.0
725833,1.0,447300.0,894.0,151.98
725834,0.0,,,
725835,1.0,491500.0,4000.0,680.0
725836,1.0,45400.0,5000.0,850.0
725838,1.0,229800.0,482.0,81.94
725839,0.0,,,
725841,1.0,625900.0,13144.0,2234.48
725842,1.0,431300.0,4313.0,733.21
725843,1.0,233000.0,466.0,79.22
725844,0.0,,,
725845,1.0,1091100.0,17184.0,2921.28
725846,0.0,,,
725847,0.0,,,
725849,4.0,132958.0,11250.0,1912.5
725850,2.0,1806036.0,25138.0,4273.46
725851,0.0,,,
725852,2.0,2043500.0,31252.0,5312.84
725853,0.0,,,
725855,0.0,,,
725856,0.0,,,
725857,1.0,1951200.0,19512.0,3317.04
725858,1.0,567300.0,5956.0,1012.52
725859,0.0,,,
725860,1.0,994000.0,10437.0,1774.29
725861,1.0,2376100.0,100000.0,17000.0
725862,1.0,1576000.0,24822.0,4219.74
725864,1.0,598500.0,7500.0,1275.0
725865,0.0,,,
725867,0.0,,,
725868,1.0,2701700.0,42551.0,7233.67
725869,1.0,4198600.0,62979.0,10706.43
725870,1.0,1287400.0,12874.0,2188.58
725871,1.0,344300.0,3500.0,595.0
725873,1.0,1748400.0,26226.0,4458.42
725874,0.0,,,
725875,0.0,,,
725876,0.0,,,
725877,0.0,,,
725878,1.0,357200.0,750.0,127.5
725879,0.0,,,
725880,1.0,256100.0,537.0,91.29
725881,1.0,252900.0,3000.0,510.0
725882,0.0,,,
725883,0.0,,,
725884,0.0,,,
725885,0.0,,,
725886,1.0,309100.0,618.0,105.06
725887,0.0,,,
725888,0.0,,,
725889,1.0,275900.0,551.0,93.67
725890,0.0,,,
725891,0.0,,,
725892,0.0,,,
725893,0.0,,,
725894,1.0,350500.0,3000.0,510.0
725895,1.0,284500.0,569.0,96.73
725896,0.0,,,
725897,1.0,224300.0,1750.0,297.5
725898,4.0,886100.0,7157.0,1216.69
725899,0.0,,,
725900,1.0,156600.0,3000.0,510.0
725901,0.0,,,
725902,0.0,,,
725903,0.0,,,
725904,1.0,156400.0,1250.0,212.5
725905,0.0,,,
725906,0.0,,,
725907,1.0,451700.0,2371.0,403.07
725908,0.0,,,
725909,0.0,,,
725910,1.0,403600.0,807.0,137.19
725911,0.0,,,
725912,1.0,456800.0,2398.0,407.66
725913,1.0,219300.0,460.0,78.2
725914,0.0,,,
725915,0.0,,,
725916,0.0,,,
725917,0.0,,,
725918,1.0,1090200.0,11447.0,1945.99
725919,0.0,,,
725920,1.0,283120.0,566.0,96.22
725921,1.0,337500.0,2750.0,467.5
725922,0.0,,,
725923,1.0,350500.0,701.0,119.17
725924,0.0,,,
725925,0.0,,,
725926,0.0,,7500.0,1275.0
725927,1.0,447900.0,7500.0,1275.0
725928,0.0,,,
725929,3.0,2009236.0,32464.0,5518.88
725930,5.0,1329572.0,20939.0,3559.63
725931,0.0,,,
725932,0.0,,,
725933,,,,
725934,0.0,,,
725935,1.0,562783.0,2814.0,478.38
725936,0.0,,7500.0,1275.0
725937,0.0,,,
725938,0.0,,,
725939,1.0,497600.0,5224.0,888.08
725940,1.0,1066900.0,10669.0,1813.73
725941,1.0,1354900.0,20000.0,3400.0
725942,0.0,,,
725943,0.0,,3500.0,595.0
725944,1.0,418800.0,2094.0,355.98
725945,3.0,661700.0,6947.0,1180.99
725947,1.0,356900.0,1784.0,303.28
725948,1.0,629900.0,6614.0,1124.38
725949,1.0,465200.0,2326.0,395.42
725950,0.0,,,
725951,0.0,,,
725952,1.0,1417500.0,21262.0,3614.54
725953,0.0,,,
725954,1.0,529200.0,5292.0,899.64
725955,0.0,,,
725956,0.0,,,
725957,0.0,,,
725958,0.0,,,
725961,1.0,283900.0,596.0,101.32
725963,1.0,274000.0,2000.0,340.0
725964,0.0,,,
725965,2.0,908900.0,9089.0,1545.13
725967,1.0,372900.0,1864.0,316.88
725969,1.0,477013.0,954.0,162.18
725970,1.0,746800.0,7500.0,1275.0
725971,3.0,636095.0,6361.0,1081.37
725972,0.0,,,
725973,2.0,728360.0,7283.0,1238.11
725974,1.0,655500.0,7500.0,1275.0
725975,2.0,903500.0,13200.0,2244.0
725976,0.0,,750.0,127.5
725977,2.0,2312100.0,33004.0,5610.68
725978,0.0,,750.0,127.5
725979,0.0,,,
725980,0.0,,7500.0,1275.0
725981,1.0,399600.0,4195.0,713.15
725982,1.0,381100.0,3811.0,647.87
725984,1.0,389900.0,1949.0,331.33
725986,0.0,,,
725987,0.0,,,
725988,0.0,,,
725989,1.0,588530.0,7500.0,1275.0
725990,1.0,376100.0,2750.0,467.5
725991,0.0,,,
725992,1.0,397500.0,2086.0,354.62
725993,1.0,287100.0,574.0,97.58
725994,0.0,,,
725995,1.0,277200.0,1386.0,235.62
725996,0.0,,,
725998,0.0,,,
726000,0.0,,,
726001,0.0,,,
726002,0.0,,,
726003,1.0,453300.0,4000.0,680.0
726004,0.0,,,
726005,0.0,,,
726006,0.0,,,
726007,0.0,,,
726008,0.0,,,
726009,0.0,,,
726010,1.0,667200.0,7500.0,1275.0
726011,0.0,,,
726012,1.0,137500.0,1250.0,212.5
726013,0.0,,750.0,127.5
726014,0.0,,,
726015,0.0,,,
726016,1.0,187100.0,2000.0,340.0
726018,0.0,,,
726019,0.0,,,
726021,0.0,,1250.0,212.5
726022,0.0,,,
726023,1.0,638600.0,6386.0,1085.62
726024,1.0,480400.0,4804.0,816.68
726025,0.0,,,
726026,1.0,490800.0,981.0,166.77
726027,1.0,934500.0,9812.0,1668.04
726028,1.0,193500.0,406.0,69.02
726029,0.0,,,
726030,1.0,500200.0,5252.0,892.84
726031,1.0,421200.0,5000.0,850.0
726032,0.0,,,
726033,1.0,472000.0,2360.0,401.2
726034,1.0,574600.0,1149.0,195.33
726035,1.0,469700.0,4697.0,798.49
726036,1.0,209900.0,440.0,74.8
726037,0.0,,2000.0,340.0
726038,2.0,798825.0,13330.0,2266.1
726040,2.0,1147000.0,18207.0,3095.19
726042,0.0,,,
726043,0.0,,,
726044,1.0,1818000.0,27270.0,4635.9
726045,2.0,1547991.0,22387.0,3805.79
726046,0.0,,,
726048,0.0,,,
726050,1.0,471700.0,943.0,160.31
726051,1.0,557000.0,7500.0,1275.0
726054,0.0,,,
726055,0.0,,,
726056,0.0,,500.0,85.0
726057,0.0,,,
726058,0.0,,,
726061,1.0,386600.0,2500.0,425.0
726062,1.0,674800.0,7085.0,1204.45
726063,0.0,,,
726064,0.0,,,
726065,0.0,,,
726067,3.0,1117244.0,11250.0,1912.5
726068,1.0,689300.0,7237.0,1230.29
726069,0.0,,,
726070,0.0,,7500.0,1275.0
726071,1.0,439538.0,4395.0,747.15
726072,0.0,,,
726073,0.0,,,
726074,0.0,,,
726075,0.0,,,
726076,0.0,,,
726077,1.0,461500.0,4845.0,823.65
726078,1.0,307000.0,3000.0,510.0
726079,0.0,,,
726080,1.0,785500.0,7855.0,1335.35
726082,0.0,,,
726083,0.0,,,
726084,1.0,433700.0,3160.0,537.2
726085,1.0,948400.0,9484.0,1612.28
726086,1.0,746500.0,7465.0,1269.05
726087,1.0,261900.0,523.0,88.91
726088,0.0,,,
726089,1.0,397900.0,3979.0,676.43
726090,0.0,,,
726093,1.0,676400.0,3382.0,574.94
726094,0.0,,7500.0,1275.0
726095,0.0,,,
726098,1.0,1299700.0,12997.0,2209.49
726100,1.0,209700.0,419.0,71.23
726102,0.0,,,
726103,1.0,493800.0,5185.0,881.45
726104,0.0,,,
726105,1.0,223900.0,2250.0,382.5
726106,0.0,,,
726107,0.0,,,
726108,1.0,403200.0,4000.0,680.0
726109,0.0,,,
726110,0.0,,,
726111,0.0,,,
726113,1.0,461900.0,4850.0,824.5
726114,1.0,296100.0,592.0,100.64
726115,1.0,1427000.0,15000.0,2550.0
726117,0.0,,,
726118,1.0,262000.0,2751.0,467.67
726119,0.0,,,
726120,0.0,,,
726121,0.0,,,
726122,0.0,,,
726123,0.0,,,
726124,0.0,,,
726125,0.0,,,
726126,1.0,700600.0,7356.0,1250.52
726128,1.0,223000.0,446.0,75.82
726129,1.0,600100.0,7500.0,1275.0
726130,2.0,866600.0,10526.0,1789.42
726131,0.0,,,
726132,0.0,,,
726134,0.0,,,
726135,1.0,856300.0,8991.0,1528.47
726136,0.0,,,
726137,1.0,451000.0,7500.0,1275.0
726138,2.0,387700.0,2801.0,476.17
726139,3.0,1465000.0,20376.0,3463.92
726142,0.0,,,
726143,0.0,,,
726144,1.0,1225900.0,19308.0,3282.36
726145,1.0,591500.0,6210.0,1055.7
726146,0.0,,,
726147,0.0,,,
726148,0.0,,,
726150,0.0,,,
726151,1.0,429300.0,4507.0,766.19
726152,0.0,,,
726153,1.0,877300.0,8773.0,1491.41
726154,1.0,432455.0,4540.0,771.8
726156,2.0,788700.0,8281.0,1407.77
726157,3.0,794600.0,7946.0,1350.82
726158,1.0,610200.0,3051.0,518.67
726159,0.0,,,
726160,1.0,653300.0,6859.0,1166.03
726161,1.0,339510.0,679.0,115.43
726163,1.0,352800.0,2750.0,467.5
726164,0.0,,,
726165,1.0,609900.0,7500.0,1275.0
726166,1.0,351600.0,738.0,125.46
726167,1.0,1841700.0,27625.0,4696.25
726168,0.0,,,
726169,0.0,,,
726171,0.0,,2500.0,425.0
726172,1.0,477300.0,4773.0,811.41
726173,1.0,598400.0,6283.0,1068.11
726174,0.0,,,
726175,0.0,,400.0,68.0
726176,0.0,,,
726177,2.0,823275.0,8644.0,1469.48
726179,1.0,2613300.0,39199.0,6663.83
726180,1.0,433000.0,866.0,147.22
726181,1.0,815600.0,8563.0,1455.71
726182,0.0,,,
726183,0.0,,,
726184,0.0,,,
726185,2.0,680200.0,9506.0,1616.02
726186,1.0,391700.0,3917.0,665.89
726188,1.0,435400.0,3000.0,510.0
726190,0.0,,,
726191,2.0,723300.0,10528.0,1789.76
726192,1.0,1622400.0,17035.0,2895.95
726193,0.0,,,
726194,0.0,,,
726195,1.0,611600.0,3211.0,545.87
726196,0.0,,,
726197,0.0,,,
726198,0.0,,,
726199,1.0,639500.0,7500.0,1275.0
726200,0.0,,,
726201,0.0,,,
726202,1.0,333900.0,3339.0,567.63
726203,0.0,,7500.0,1275.0
726205,1.0,748100.0,7855.0,1335.35
726207,0.0,,3500.0,595.0
726208,0.0,,,
726209,2.0,364600.0,5683.0,966.11
726211,1.0,220000.0,440.0,74.8
726212,0.0,,,
726268,1.0,778500.0,7785.0,1323.45
726282,0.0,,,
726299,2.0,502600.0,3564.0,605.88
726304,1.0,673300.0,7069.0,1201.73
726329,0.0,,4500.0,765.0
726355,0.0,,,
726360,1.0,686100.0,7204.0,1224.68
726377,0.0,,,
726431,1.0,1034036.0,15510.0,2636.7
726432,1.0,373500.0,3735.0,634.95
726433,0.0,,7500.0,1275.0
726434,0.0,,,
726435,1.0,558500.0,5585.0,949.45
726436,0.0,,,
726441,1.0,1106200.0,11615.0,1974.55
726453,1.0,383000.0,3830.0,651.1
726456,2.0,668149.0,6681.0,1135.77
726457,0.0,,,
726482,0.0,,,
726484,0.0,,,
726486,3.0,2043740.0,36640.0,6228.8
726487,1.0,264700.0,529.0,89.93
726488,0.0,,,
726489,1.0,348300.0,3657.0,621.69
726490,1.0,122100.0,256.0,43.52
726491,0.0,,,
726492,0.0,,,
726493,1.0,417400.0,2087.0,354.79
726495,1.0,177300.0,1750.0,297.5
726497,0.0,,,
726498,1.0,755000.0,7927.0,1347.59
726499,1.0,427200.0,4272.0,726.24
