FanID,IWave_Properties,IWave_PropertiesValue,IWave_AnnualCapacity,IWave_AnnualCapacityTargetProduction
680,0.0,,,
683,1.0,540300.0,5673.0,964.41
692,1.0,2670100.0,50000.0,8500.0
715,0.0,,,
721,1.0,210100.0,2101.0,357.17
736,0.0,,,
737,0.0,,7500.0,1275.0
740,1.0,383100.0,3500.0,595.0
770,1.0,518800.0,5188.0,881.96
789,1.0,684200.0,4500.0,765.0
799,0.0,,,
800,1.0,702700.0,7500.0,1275.0
802,0.0,,7500.0,1275.0
810,2.0,1420800.0,18887.0,3210.79
832,1.0,2410715.0,63281.0,10757.77
852,0.0,,,
853,7.0,1851035.0,27056.0,4599.52
856,0.0,,,
892,1.0,185700.0,371.0,63.07
911,0.0,,3000.0,510.0
919,0.0,,,
921,1.0,333700.0,3500.0,595.0
924,1.0,174700.0,349.0,59.33
931,0.0,,,
964,1.0,242900.0,485.0,82.45
1013,1.0,710700.0,7107.0,1208.19
1034,,,,
1045,0.0,,3500.0,595.0
1081,0.0,,,
1098,0.0,,,
1199,1.0,533900.0,7500.0,1275.0
1202,1.0,540200.0,5672.0,964.24
1222,1.0,259600.0,519.0,88.23
1228,1.0,787500.0,7875.0,1338.75
1231,1.0,488100.0,4881.0,829.77
1246,1.0,559900.0,5599.0,951.83
1250,1.0,302000.0,604.0,102.68
1254,2.0,1223000.0,19260.0,3274.2
1264,0.0,,,
1283,1.0,1643100.0,30000.0,5100.0
1329,1.0,1494543.0,15000.0,2550.0
1338,1.0,249800.0,2000.0,340.0
1352,0.0,,,
1355,1.0,537700.0,5645.0,959.65
1377,0.0,,,
1413,1.0,398200.0,4181.0,710.77
1414,0.0,,,
1445,1.0,498700.0,7500.0,1275.0
1446,0.0,,,
1506,1.0,367500.0,3858.0,655.86
1518,0.0,,3000.0,510.0
1539,1.0,437200.0,2186.0,371.62
1542,1.0,367500.0,3000.0,510.0
1548,1.0,318700.0,3000.0,510.0
1561,1.0,189800.0,1000.0,170.0
1562,2.0,1136500.0,17797.0,3025.49
1573,1.0,439900.0,15000.0,2550.0
1599,0.0,,,
1607,0.0,,,
1610,3.0,1116142.0,18828.0,3200.76
1622,0.0,,3500.0,595.0
1625,0.0,,750.0,127.5
1627,0.0,,,
1634,1.0,1360500.0,21427.0,3642.59
1642,1.0,285300.0,599.0,101.83
1645,0.0,,,
1651,0.0,,2750.0,467.5
1658,1.0,322300.0,3384.0,575.28
1670,0.0,,,
1672,0.0,,,
1682,1.0,384900.0,1924.0,327.08
1691,1.0,508300.0,5083.0,864.11
1719,1.0,206100.0,1000.0,170.0
1753,0.0,,,
1779,2.0,1863140.0,30000.0,5100.0
1780,0.0,,,
1785,0.0,,7500.0,1275.0
