FanID,DriveYear,predicted_amount,pct_years_met_commitment,high_amount,high_reliability,quadrant
181704,2021,306.43976,100.0,False,True,Base Estable
181751,2024,757.58435,100.0,False,True,Base Estable
181919,2024,6457.2656,100.0,True,True,VIP — Prioridad Máxima
182047,2015,157.43211,100.0,False,True,Base Estable
182053,2016,361.14407,100.0,False,True,Base Estable
182057,2015,504.584,100.0,False,True,Base Estable
182060,2015,119.37539,100.0,False,True,Base Estable
182089,2018,922.7757,100.0,False,True,Base Estable
182198,2017,203.76749,100.0,False,True,Base Estable
182201,2014,676.57184,,False,False,Baja Prioridad
182207,2023,749.8295,100.0,False,True,Base Estable
182288,2017,1173.1176,100.0,False,True,Base Estable
182291,2016,384.8038,100.0,False,True,Base Estable
182302,2017,1157.2677,100.0,False,True,Base Estable
182319,2015,86.821014,100.0,False,True,Base Estable
182328,2015,111.01392,100.0,False,True,Base Estable
182333,2023,155.27498,100.0,False,True,Base Estable
182373,2017,250.19365,100.0,False,True,Base Estable
182393,2024,164.83485,75.0,False,False,Baja Prioridad
182401,2016,560.22,100.0,False,True,Base Estable
182443,2025,1270.5636,100.0,True,True,VIP — Prioridad Máxima
182468,2016,161.07388,100.0,False,True,Base Estable
182483,2017,324.84998,100.0,False,True,Base Estable
182494,2024,2956.846,100.0,True,True,VIP — Prioridad Máxima
182506,2020,364.06537,100.0,False,True,Base Estable
182514,2016,692.79614,100.0,False,True,Base Estable
182515,2019,98.693535,100.0,False,True,Base Estable
182521,2015,3965.0325,100.0,True,True,VIP — Prioridad Máxima
182528,2015,747.5585,100.0,False,True,Base Estable
182543,2016,162.00688,100.0,False,True,Base Estable
182641,2024,2601.3845,100.0,True,True,VIP — Prioridad Máxima
182657,2016,98.25592,100.0,False,True,Base Estable
182662,2017,236.54305,0.0,False,False,Baja Prioridad
182774,2016,2796.304,100.0,True,True,VIP — Prioridad Máxima
182793,2024,1549.4768,100.0,True,True,VIP — Prioridad Máxima
183014,2024,419.29868,100.0,False,True,Base Estable
183112,2022,2946.3374,100.0,True,True,VIP — Prioridad Máxima
183194,2024,3060.28,100.0,True,True,VIP — Prioridad Máxima
183215,2024,128.4066,100.0,False,True,Base Estable
183338,2024,1719.5428,87.5,True,False,Alto Potencial — Requiere Seguimiento
183550,2024,1243.9452,100.0,False,True,Base Estable
183560,2024,10678.253,100.0,True,True,VIP — Prioridad Máxima
183658,2024,1462.426,100.0,True,True,VIP — Prioridad Máxima
183719,2024,1244.8127,100.0,False,True,Base Estable
183747,2024,66.46574,100.0,False,True,Base Estable
183779,2024,158.44745,100.0,False,True,Base Estable
183803,2020,142.04286,100.0,False,True,Base Estable
183917,2017,339.15488,100.0,False,True,Base Estable
184063,2024,1242.1116,90.0,False,False,Baja Prioridad
184227,2017,98.50295,100.0,False,True,Base Estable
184230,2019,270.62088,100.0,False,True,Base Estable
184238,2017,288.51102,100.0,False,True,Base Estable
184350,2017,958.6865,100.0,False,True,Base Estable
184378,2017,288.51102,100.0,False,True,Base Estable
184390,2024,143.19803,85.71428571428571,False,False,Baja Prioridad
184396,2019,2351.909,100.0,True,True,VIP — Prioridad Máxima
184434,2024,161.01755,66.66666666666667,False,False,Baja Prioridad
184462,2017,433.3218,100.0,False,True,Base Estable
184468,2024,802.6698,100.0,False,True,Base Estable
184470,2016,1098.0123,100.0,False,True,Base Estable
184476,2017,197.91302,100.0,False,True,Base Estable
184481,2017,278.27032,100.0,False,True,Base Estable
184487,2017,3342.415,100.0,True,True,VIP — Prioridad Máxima
184505,2024,2191.4236,100.0,True,True,VIP — Prioridad Máxima
184519,2024,2899.957,100.0,True,True,VIP — Prioridad Máxima
184521,2024,1446.2065,100.0,True,True,VIP — Prioridad Máxima
184531,2022,6309.7363,100.0,True,True,VIP — Prioridad Máxima
184568,2024,11826.588,100.0,True,True,VIP — Prioridad Máxima
184596,2018,241.85939,100.0,False,True,Base Estable
184597,2024,2637.6914,100.0,True,True,VIP — Prioridad Máxima
184607,2024,72.17423,100.0,False,True,Base Estable
184609,2022,111.17935,100.0,False,True,Base Estable
184624,2024,566.32367,88.88888888888889,False,False,Baja Prioridad
184643,2024,3651.8198,100.0,True,True,VIP — Prioridad Máxima
184662,2024,1492.7555,100.0,True,True,VIP — Prioridad Máxima
184678,2024,302.0472,100.0,False,True,Base Estable
184706,2017,324.84998,100.0,False,True,Base Estable
184720,2024,1944.1277,100.0,True,True,VIP — Prioridad Máxima
184721,2017,379.35095,100.0,False,True,Base Estable
184822,2015,521.53265,100.0,False,True,Base Estable
184869,2023,3261.3196,100.0,True,True,VIP — Prioridad Máxima
184938,2024,6559.4756,100.0,True,True,VIP — Prioridad Máxima
185018,2022,1253.4294,100.0,False,True,Base Estable
185156,2024,1140.0409,100.0,False,True,Base Estable
185164,2017,1010.8167,100.0,False,True,Base Estable
185294,2018,9918.56,100.0,True,True,VIP — Prioridad Máxima
185304,2023,1123.4982,100.0,False,True,Base Estable
185314,2018,72.1487,100.0,False,True,Base Estable
185317,2020,1208.0325,100.0,False,True,Base Estable
185415,2025,687.6974,100.0,False,True,Base Estable
185699,2023,1345.23,100.0,True,True,VIP — Prioridad Máxima
185702,2022,323.66394,100.0,False,True,Base Estable
185842,2024,727.41876,100.0,False,True,Base Estable
185857,2017,329.93323,100.0,False,True,Base Estable
185882,2020,5991.564,100.0,True,True,VIP — Prioridad Máxima
185910,2024,2687.3315,100.0,True,True,VIP — Prioridad Máxima
185988,2014,593.79224,,False,False,Baja Prioridad
186008,2023,615.76733,87.5,False,False,Baja Prioridad
186014,2015,398.73804,100.0,False,True,Base Estable
186066,2020,164.25632,100.0,False,True,Base Estable
186076,2019,192.15953,100.0,False,True,Base Estable
186327,2024,1515.2394,100.0,True,True,VIP — Prioridad Máxima
186399,2015,504.584,100.0,False,True,Base Estable
186488,2015,12565.242,100.0,True,True,VIP — Prioridad Máxima
186494,2018,17194.686,100.0,True,True,VIP — Prioridad Máxima
186503,2025,6370.0986,100.0,True,True,VIP — Prioridad Máxima
186523,2017,1110.9078,100.0,False,True,Base Estable
186558,2025,99.0749,100.0,False,True,Base Estable
186598,2024,1833.655,90.0,True,False,Alto Potencial — Requiere Seguimiento
186628,2022,410.8672,100.0,False,True,Base Estable
186631,2017,1018.1113,100.0,False,True,Base Estable
186638,2025,6162.0083,100.0,True,True,VIP — Prioridad Máxima
186657,2024,1354.4409,100.0,True,True,VIP — Prioridad Máxima
186681,2023,43.692997,100.0,False,True,Base Estable
186713,2024,1611.1016,100.0,True,True,VIP — Prioridad Máxima
186721,2024,1676.9087,100.0,True,True,VIP — Prioridad Máxima
186727,2019,123.83698,100.0,False,True,Base Estable
186758,2024,8425.437,100.0,True,True,VIP — Prioridad Máxima
186800,2025,656.8249,100.0,False,True,Base Estable
186813,2024,774.64325,100.0,False,True,Base Estable
186827,2024,2695.2563,90.0,True,False,Alto Potencial — Requiere Seguimiento
186831,2025,7191.503,100.0,True,True,VIP — Prioridad Máxima
186868,2016,216.43373,100.0,False,True,Base Estable
187080,2018,881.6628,100.0,False,True,Base Estable
187105,2018,128.90855,100.0,False,True,Base Estable
187255,2024,188.35611,85.71428571428571,False,False,Baja Prioridad
187330,2025,1485.5419,100.0,True,True,VIP — Prioridad Máxima
187709,2025,13774.78,100.0,True,True,VIP — Prioridad Máxima
187739,2018,1010.04315,100.0,False,True,Base Estable
187749,2023,290.5746,100.0,False,True,Base Estable
187881,2024,1712.7566,100.0,True,True,VIP — Prioridad Máxima
187928,2024,747.1017,100.0,False,True,Base Estable
187930,2017,290.81467,100.0,False,True,Base Estable
188056,2024,59.934174,100.0,False,True,Base Estable
188099,2024,527.9072,90.0,False,False,Baja Prioridad
188430,2016,81.863594,100.0,False,True,Base Estable
188447,2024,3186.6902,100.0,True,True,VIP — Prioridad Máxima
188465,2024,999.39166,100.0,False,True,Base Estable
188512,2020,1951.4987,100.0,True,True,VIP — Prioridad Máxima
188533,2016,449.48032,100.0,False,True,Base Estable
188540,2017,236.92279,100.0,False,True,Base Estable
188549,2024,153.78204,100.0,False,True,Base Estable
188558,2024,95.75008,100.0,False,True,Base Estable
188560,2018,536.3454,100.0,False,True,Base Estable
188574,2024,1241.7607,100.0,False,True,Base Estable
188613,2020,158.52951,100.0,False,True,Base Estable
188623,2017,419.20688,100.0,False,True,Base Estable
188625,2024,1474.6946,100.0,True,True,VIP — Prioridad Máxima
188630,2024,2923.4512,100.0,True,True,VIP — Prioridad Máxima
188650,2021,147.39525,100.0,False,True,Base Estable
188651,2022,2049.2854,100.0,True,True,VIP — Prioridad Máxima
188921,2016,88.479965,100.0,False,True,Base Estable
189125,2024,78.20571,87.5,False,False,Baja Prioridad
189127,2017,85.664406,100.0,False,True,Base Estable
189324,2024,61.084755,50.0,False,False,Baja Prioridad
189921,2024,664.0798,100.0,False,True,Base Estable
190498,2017,3137.4763,100.0,True,True,VIP — Prioridad Máxima
190499,2017,109.16105,100.0,False,True,Base Estable
190543,2016,141.52875,100.0,False,True,Base Estable
190552,2024,859.6534,100.0,False,True,Base Estable
190579,2022,139.8577,100.0,False,True,Base Estable
190601,2017,384.03284,100.0,False,True,Base Estable
190631,2015,137.51787,100.0,False,True,Base Estable
190928,2021,108.84156,100.0,False,True,Base Estable
190972,2024,737.82465,100.0,False,True,Base Estable
190974,2015,150.92543,100.0,False,True,Base Estable
191007,2018,504.88474,100.0,False,True,Base Estable
191015,2024,255.8335,100.0,False,True,Base Estable
191200,2024,138.87708,100.0,False,True,Base Estable
191334,2023,2392.519,100.0,True,True,VIP — Prioridad Máxima
191417,2025,128.32431,100.0,False,True,Base Estable
191889,2023,1555.4717,100.0,True,True,VIP — Prioridad Máxima
192419,2024,2517.4465,100.0,True,True,VIP — Prioridad Máxima
192571,2024,470.15253,100.0,False,True,Base Estable
192575,2015,522.0786,100.0,False,True,Base Estable
192584,2016,154.36124,100.0,False,True,Base Estable
192626,2019,387.27792,100.0,False,True,Base Estable
192631,2022,115.54588,100.0,False,True,Base Estable
192635,2015,413.45966,100.0,False,True,Base Estable
192666,2017,2736.181,100.0,True,True,VIP — Prioridad Máxima
192670,2024,475.64154,87.5,False,False,Baja Prioridad
192946,2020,234.79137,100.0,False,True,Base Estable
192985,2020,2137.696,100.0,True,True,VIP — Prioridad Máxima
193022,2024,7363.248,100.0,True,True,VIP — Prioridad Máxima
193026,2017,2062.4692,100.0,True,True,VIP — Prioridad Máxima
193066,2024,666.1265,100.0,False,True,Base Estable
193095,2018,299.74466,100.0,False,True,Base Estable
193133,2025,155.74933,100.0,False,True,Base Estable
193366,2024,1153.6371,100.0,False,True,Base Estable
193386,2024,1258.1764,100.0,True,True,VIP — Prioridad Máxima
193411,2024,743.8693,100.0,False,True,Base Estable
193430,2021,122.12211,100.0,False,True,Base Estable
193714,2024,2929.7625,100.0,True,True,VIP — Prioridad Máxima
193810,2024,36972.15,100.0,True,True,VIP — Prioridad Máxima
193830,2015,776.9906,100.0,False,True,Base Estable
193891,2019,1018.67664,100.0,False,True,Base Estable
193908,2024,3364.7546,100.0,True,True,VIP — Prioridad Máxima
194149,2025,6981.917,100.0,True,True,VIP — Prioridad Máxima
194663,2017,3637.1382,100.0,True,True,VIP — Prioridad Máxima
194683,2024,940.8787,100.0,False,True,Base Estable
194712,2023,339.19818,80.0,False,False,Baja Prioridad
194726,2015,86.19008,100.0,False,True,Base Estable
194778,2017,57.1421,100.0,False,True,Base Estable
194804,2022,6563.4873,100.0,True,True,VIP — Prioridad Máxima
194836,2024,194.44846,100.0,False,True,Base Estable
194837,2023,465.9562,100.0,False,True,Base Estable
194869,2024,8995.05,100.0,True,True,VIP — Prioridad Máxima
194905,2015,94.689095,100.0,False,True,Base Estable
194940,2024,1427.0652,100.0,True,True,VIP — Prioridad Máxima
194956,2016,176.19551,100.0,False,True,Base Estable
194982,2017,291.9698,100.0,False,True,Base Estable
194991,2018,421.27496,100.0,False,True,Base Estable
195576,2015,318.24637,100.0,False,True,Base Estable
195695,2016,208.01515,100.0,False,True,Base Estable
195782,2018,152.88687,100.0,False,True,Base Estable
195849,2015,655.2243,100.0,False,True,Base Estable
195925,2024,544.64526,100.0,False,True,Base Estable
195948,2023,6487.0396,100.0,True,True,VIP — Prioridad Máxima
196711,2024,2702.5767,100.0,True,True,VIP — Prioridad Máxima
196735,2017,216.92271,100.0,False,True,Base Estable
196739,2022,6621.8857,100.0,True,True,VIP — Prioridad Máxima
196740,2019,2748.952,100.0,True,True,VIP — Prioridad Máxima
196793,2024,1247.5425,100.0,False,True,Base Estable
196801,2024,6098.8276,100.0,True,True,VIP — Prioridad Máxima
196803,2024,4894.6826,100.0,True,True,VIP — Prioridad Máxima
196846,2024,404.0238,100.0,False,True,Base Estable
196854,2025,5510.2817,100.0,True,True,VIP — Prioridad Máxima
196859,2024,3173.9236,100.0,True,True,VIP — Prioridad Máxima
196863,2025,612.867,100.0,False,True,Base Estable
196865,2022,969.82495,100.0,False,True,Base Estable
196867,2019,212.12561,100.0,False,True,Base Estable
196871,2019,293.91943,100.0,False,True,Base Estable
196897,2025,780.5553,100.0,False,True,Base Estable
196908,2020,334.09116,100.0,False,True,Base Estable
196922,2024,2516.486,100.0,True,True,VIP — Prioridad Máxima
196957,2024,1285.2972,100.0,True,True,VIP — Prioridad Máxima
197171,2024,66.985054,100.0,False,True,Base Estable
197188,2020,31190.871,100.0,True,True,VIP — Prioridad Máxima
197189,2024,236.8062,80.0,False,False,Baja Prioridad
197202,2024,143.7473,100.0,False,True,Base Estable
197453,2021,1979.6802,100.0,True,True,VIP — Prioridad Máxima
197557,2024,1284.5559,100.0,True,True,VIP — Prioridad Máxima
197728,2015,4181.02,100.0,True,True,VIP — Prioridad Máxima
197784,2024,157.68419,100.0,False,True,Base Estable
197806,2022,995.28625,100.0,False,True,Base Estable
197816,2024,2763.332,100.0,True,True,VIP — Prioridad Máxima
197826,2024,132.52943,100.0,False,True,Base Estable
197875,2024,2320.7983,100.0,True,True,VIP — Prioridad Máxima
197912,2022,214.20932,100.0,False,True,Base Estable
198221,2016,106.45104,100.0,False,True,Base Estable
198236,2024,396.80386,100.0,False,True,Base Estable
198241,2024,71.955475,100.0,False,True,Base Estable
198245,2024,604.49994,100.0,False,True,Base Estable
198335,2024,281.84793,100.0,False,True,Base Estable
198420,2017,403.44598,100.0,False,True,Base Estable
198802,2018,1050.4509,100.0,False,True,Base Estable
198805,2017,1066.2915,100.0,False,True,Base Estable
198809,2017,299.891,100.0,False,True,Base Estable
198858,2016,72.0888,100.0,False,True,Base Estable
198871,2021,84.69048,100.0,False,True,Base Estable
198936,2021,6309.7363,100.0,True,True,VIP — Prioridad Máxima
199168,2015,1594.1528,100.0,True,True,VIP — Prioridad Máxima
199183,2023,986.36993,100.0,False,True,Base Estable
199186,2017,273.94995,100.0,False,True,Base Estable
199207,2020,157.99086,100.0,False,True,Base Estable
199212,2024,760.7974,100.0,False,True,Base Estable
199549,2025,14694.84,90.0,True,False,Alto Potencial — Requiere Seguimiento
199628,2024,1818.1948,90.0,True,False,Alto Potencial — Requiere Seguimiento
199732,2017,1011.002,100.0,False,True,Base Estable
199889,2024,130.18942,100.0,False,True,Base Estable
199968,2024,207.6496,100.0,False,True,Base Estable
200005,2021,661.73584,100.0,False,True,Base Estable
200426,2023,248.45107,85.71428571428571,False,False,Baja Prioridad
200462,2017,1198.4812,100.0,False,True,Base Estable
200484,2024,585.52576,100.0,False,True,Base Estable
200508,2018,85.81451,100.0,False,True,Base Estable
200584,2024,429.10617,100.0,False,True,Base Estable
200700,2024,494.51584,100.0,False,True,Base Estable
200719,2018,891.92725,100.0,False,True,Base Estable
200727,2017,211.65002,100.0,False,True,Base Estable
200730,2024,3033.7007,100.0,True,True,VIP — Prioridad Máxima
200731,2017,1024.843,100.0,False,True,Base Estable
200751,2019,621.95215,75.0,False,False,Baja Prioridad
200758,2017,1069.5372,100.0,False,True,Base Estable
200777,2017,1670.0547,100.0,True,True,VIP — Prioridad Máxima
200909,2024,15558.249,100.0,True,True,VIP — Prioridad Máxima
201037,2020,160.67859,100.0,False,True,Base Estable
201279,2015,351.44745,100.0,False,True,Base Estable
201311,2023,662.63556,100.0,False,True,Base Estable
201370,2024,525.9484,100.0,False,True,Base Estable
201375,2024,100.79437,100.0,False,True,Base Estable
201458,2025,13437.8,100.0,True,True,VIP — Prioridad Máxima
201479,2022,3292.5396,100.0,True,True,VIP — Prioridad Máxima
201480,2023,230.36993,100.0,False,True,Base Estable
201494,2025,162.06068,100.0,False,True,Base Estable
201495,2017,432.53906,100.0,False,True,Base Estable
201509,2024,321.30194,100.0,False,True,Base Estable
201542,2018,74.99572,100.0,False,True,Base Estable
201547,2022,107.988174,50.0,False,False,Baja Prioridad
201565,2015,251.03253,100.0,False,True,Base Estable
201568,2021,73.71313,100.0,False,True,Base Estable
201584,2015,705.60583,100.0,False,True,Base Estable
201592,2018,444.02872,100.0,False,True,Base Estable
201611,2024,74.082344,100.0,False,True,Base Estable
201644,2017,603.0356,100.0,False,True,Base Estable
201710,2024,1326.5135,100.0,True,True,VIP — Prioridad Máxima
201728,2024,440.0415,100.0,False,True,Base Estable
201745,2023,456.9681,100.0,False,True,Base Estable
201767,2024,1262.2677,100.0,True,True,VIP — Prioridad Máxima
201776,2015,66.38786,100.0,False,True,Base Estable
201788,2020,835.0638,100.0,False,True,Base Estable
202027,2014,129.38983,,False,False,Baja Prioridad
202028,2016,73.50817,100.0,False,True,Base Estable
202050,2017,393.97678,100.0,False,True,Base Estable
202073,2020,1861.1129,100.0,True,True,VIP — Prioridad Máxima
202136,2024,140.44958,85.71428571428571,False,False,Baja Prioridad
202137,2024,91.32825,100.0,False,True,Base Estable
202161,2020,337.52756,100.0,False,True,Base Estable
202166,2017,795.40137,100.0,False,True,Base Estable
202168,2024,629.531,100.0,False,True,Base Estable
202182,2024,72.158394,100.0,False,True,Base Estable
202183,2024,88.54745,100.0,False,True,Base Estable
202195,2017,224.75488,100.0,False,True,Base Estable
202211,2017,127.20439,100.0,False,True,Base Estable
202234,2022,752.43115,100.0,False,True,Base Estable
202245,2023,643.32245,100.0,False,True,Base Estable
202246,2025,10077.749,100.0,True,True,VIP — Prioridad Máxima
202267,2025,1343.576,100.0,True,True,VIP — Prioridad Máxima
202302,2024,376.46933,100.0,False,True,Base Estable
202311,2024,172.66586,88.88888888888889,False,False,Baja Prioridad
202319,2024,800.0762,100.0,False,True,Base Estable
202323,2024,6514.912,100.0,True,True,VIP — Prioridad Máxima
202366,2024,138.71109,100.0,False,True,Base Estable
202393,2024,3217.6565,100.0,True,True,VIP — Prioridad Máxima
202530,2024,1072.2451,100.0,False,True,Base Estable
202553,2020,145.60117,100.0,False,True,Base Estable
202619,2025,138.74873,100.0,False,True,Base Estable
202680,2022,151.59644,100.0,False,True,Base Estable
202740,2022,412.8656,100.0,False,True,Base Estable
203055,2017,1270.8031,100.0,True,True,VIP — Prioridad Máxima
203127,2024,6127.1943,100.0,True,True,VIP — Prioridad Máxima
203128,2018,407.12006,100.0,False,True,Base Estable
203147,2024,788.55927,100.0,False,True,Base Estable
203166,2016,293.71292,100.0,False,True,Base Estable
203168,2015,315.49866,100.0,False,True,Base Estable
203185,2024,873.3468,100.0,False,True,Base Estable
203190,2024,79.80835,100.0,False,True,Base Estable
203208,2025,144.88695,100.0,False,True,Base Estable
203240,2022,1894.5442,100.0,True,True,VIP — Prioridad Máxima
203241,2019,1330.9806,100.0,True,True,VIP — Prioridad Máxima
203250,2023,237.0768,75.0,False,False,Baja Prioridad
203258,2016,198.37653,100.0,False,True,Base Estable
203259,2017,376.80948,100.0,False,True,Base Estable
203276,2024,651.3376,100.0,False,True,Base Estable
203326,2024,752.4354,100.0,False,True,Base Estable
203433,2023,3768.7468,100.0,True,True,VIP — Prioridad Máxima
203445,2017,104.415825,100.0,False,True,Base Estable
203465,2023,925.54565,100.0,False,True,Base Estable
203466,2022,235.03998,100.0,False,True,Base Estable
203491,2024,4511.373,100.0,True,True,VIP — Prioridad Máxima
203500,2015,412.43738,100.0,False,True,Base Estable
203502,2015,363.7591,100.0,False,True,Base Estable
203517,2024,5101.856,100.0,True,True,VIP — Prioridad Máxima
203538,2025,13521.416,100.0,True,True,VIP — Prioridad Máxima
203799,2017,82.73916,100.0,False,True,Base Estable
203810,2016,636.7186,100.0,False,True,Base Estable
203811,2019,8456.408,100.0,True,True,VIP — Prioridad Máxima
203856,2015,435.12213,100.0,False,True,Base Estable
203873,2024,126.96009,100.0,False,True,Base Estable
203877,2017,136.37209,100.0,False,True,Base Estable
203885,2017,307.1626,100.0,False,True,Base Estable
203914,2016,97.210945,100.0,False,True,Base Estable
203932,2025,151.88434,100.0,False,True,Base Estable
203938,2023,61.13768,100.0,False,True,Base Estable
203949,2017,353.96384,100.0,False,True,Base Estable
203968,2024,2355.4592,100.0,True,True,VIP — Prioridad Máxima
203985,2015,129.58446,100.0,False,True,Base Estable
203998,2017,372.4725,100.0,False,True,Base Estable
204002,2024,619.7404,100.0,False,True,Base Estable
204007,2017,1239.8677,100.0,False,True,Base Estable
204017,2018,72.33341,100.0,False,True,Base Estable
204038,2024,72.465256,87.5,False,False,Baja Prioridad
204044,2024,1070.7897,87.5,False,False,Baja Prioridad
204581,2017,114.77012,100.0,False,True,Base Estable
204600,2024,286.49866,50.0,False,False,Baja Prioridad
204613,2024,223.25475,85.71428571428571,False,False,Baja Prioridad
204678,2015,92.35597,100.0,False,True,Base Estable
204773,2024,242.99251,100.0,False,True,Base Estable
204793,2022,207.27475,100.0,False,True,Base Estable
204818,2017,67.47068,100.0,False,True,Base Estable
205052,2024,200.38332,50.0,False,False,Baja Prioridad
205054,2024,1498.8392,100.0,True,True,VIP — Prioridad Máxima
205081,2016,1620.8622,100.0,True,True,VIP — Prioridad Máxima
205083,2024,76.285255,66.66666666666667,False,False,Baja Prioridad
205089,2024,664.17017,87.5,False,False,Baja Prioridad
205093,2024,3594.8245,100.0,True,True,VIP — Prioridad Máxima
205111,2020,339.31305,100.0,False,True,Base Estable
205151,2015,633.0005,100.0,False,True,Base Estable
205168,2017,167.85876,100.0,False,True,Base Estable
205180,2015,321.01562,100.0,False,True,Base Estable
205181,2024,69.54453,100.0,False,True,Base Estable
205212,2024,1272.1866,100.0,True,True,VIP — Prioridad Máxima
205224,2018,301.6475,100.0,False,True,Base Estable
205229,2023,1267.408,100.0,True,True,VIP — Prioridad Máxima
205231,2024,1439.3456,100.0,True,True,VIP — Prioridad Máxima
205232,2016,153.24574,100.0,False,True,Base Estable
205251,2024,2724.05,100.0,True,True,VIP — Prioridad Máxima
205286,2017,1002.8441,100.0,False,True,Base Estable
205313,2023,308.99054,87.5,False,False,Baja Prioridad
205354,2017,365.005,100.0,False,True,Base Estable
205401,2014,522.92487,,False,False,Baja Prioridad
205434,2016,544.47406,100.0,False,True,Base Estable
205446,2023,628.0577,100.0,False,True,Base Estable
205455,2024,555.8764,100.0,False,True,Base Estable
205461,2018,1603.2554,100.0,True,True,VIP — Prioridad Máxima
205489,2015,1238.5673,100.0,False,True,Base Estable
205490,2014,1015.0864,,False,False,Baja Prioridad
205501,2024,157.55319,50.0,False,False,Baja Prioridad
205534,2023,860.6619,100.0,False,True,Base Estable
205539,2017,821.6541,100.0,False,True,Base Estable
205554,2024,262.94843,100.0,False,True,Base Estable
205794,2024,159.37306,100.0,False,True,Base Estable
205797,2024,73.56995,100.0,False,True,Base Estable
205833,2017,473.52618,100.0,False,True,Base Estable
205855,2024,112.71432,100.0,False,True,Base Estable
205874,2017,337.3334,100.0,False,True,Base Estable
205913,2017,57.230053,100.0,False,True,Base Estable
205919,2024,244.49107,100.0,False,True,Base Estable
205923,2024,88.61618,75.0,False,False,Baja Prioridad
205964,2021,1191.5248,100.0,False,True,Base Estable
205969,2015,76.13074,100.0,False,True,Base Estable
205975,2017,1051.5404,100.0,False,True,Base Estable
206013,2018,947.48596,100.0,False,True,Base Estable
206023,2024,4315.71,100.0,True,True,VIP — Prioridad Máxima
206025,2019,3258.757,100.0,True,True,VIP — Prioridad Máxima
206038,2024,2379.5183,100.0,True,True,VIP — Prioridad Máxima
206041,2024,793.8675,100.0,False,True,Base Estable
206063,2022,1241.6482,83.33333333333333,False,False,Baja Prioridad
206090,2024,74.32597,100.0,False,True,Base Estable
206106,2017,327.299,100.0,False,True,Base Estable
206150,2024,79.77553,100.0,False,True,Base Estable
206171,2024,28.428806,100.0,False,True,Base Estable
206421,2024,667.8756,100.0,False,True,Base Estable
206455,2024,844.45087,100.0,False,True,Base Estable
206532,2019,795.0471,100.0,False,True,Base Estable
206642,2023,138.55396,80.0,False,False,Baja Prioridad
206779,2015,1231.8796,100.0,False,True,Base Estable
206808,2017,287.37296,100.0,False,True,Base Estable
206836,2019,79.77753,100.0,False,True,Base Estable
207096,2016,353.228,100.0,False,True,Base Estable
207140,2019,978.1276,100.0,False,True,Base Estable
207150,2024,1371.8232,50.0,True,False,Alto Potencial — Requiere Seguimiento
207156,2019,72.04887,100.0,False,True,Base Estable
207163,2024,212.84961,85.71428571428571,False,False,Baja Prioridad
207194,2024,6025.785,90.0,True,False,Alto Potencial — Requiere Seguimiento
207197,2015,6520.1025,100.0,True,True,VIP — Prioridad Máxima
207202,2016,301.9019,100.0,False,True,Base Estable
207221,2024,2368.4065,100.0,True,True,VIP — Prioridad Máxima
207224,2015,4521.8765,100.0,True,True,VIP — Prioridad Máxima
207227,2024,302.5734,88.88888888888889,False,False,Baja Prioridad
207228,2023,689.8063,100.0,False,True,Base Estable
207258,2024,6529.4067,100.0,True,True,VIP — Prioridad Máxima
207259,2015,79.47765,100.0,False,True,Base Estable
207263,2025,2099.4385,100.0,True,True,VIP — Prioridad Máxima
207266,2024,211.28723,100.0,False,True,Base Estable
207267,2017,869.8579,100.0,False,True,Base Estable
207294,2018,85.83338,100.0,False,True,Base Estable
207358,2022,72.110405,100.0,False,True,Base Estable
207366,2024,661.21814,100.0,False,True,Base Estable
207381,2025,828.8804,100.0,False,True,Base Estable
207485,2018,352.56345,100.0,False,True,Base Estable
207822,2015,72.583824,100.0,False,True,Base Estable
207823,2024,563.3194,50.0,False,False,Baja Prioridad
207824,2024,3581.7385,100.0,True,True,VIP — Prioridad Máxima
207831,2022,1384.4845,100.0,True,True,VIP — Prioridad Máxima
207838,2024,660.46576,100.0,False,True,Base Estable
207883,2015,129.92302,100.0,False,True,Base Estable
207892,2024,103.237976,100.0,False,True,Base Estable
207910,2024,405.62723,100.0,False,True,Base Estable
207950,2023,5966.4478,88.88888888888889,True,False,Alto Potencial — Requiere Seguimiento
207951,2023,359.4473,100.0,False,True,Base Estable
207987,2024,1697.2314,100.0,True,True,VIP — Prioridad Máxima
207999,2016,135.63904,100.0,False,True,Base Estable
208091,2023,617.86255,88.88888888888889,False,False,Baja Prioridad
208109,2024,1672.8491,100.0,True,True,VIP — Prioridad Máxima
208166,2018,87.71418,100.0,False,True,Base Estable
208276,2025,8972.386,100.0,True,True,VIP — Prioridad Máxima
208436,2024,698.1623,80.0,False,False,Baja Prioridad
208620,2017,3048.9358,100.0,True,True,VIP — Prioridad Máxima
208636,2024,76.41663,85.71428571428571,False,False,Baja Prioridad
208792,2024,841.3548,100.0,False,True,Base Estable
209319,2024,115.042534,100.0,False,True,Base Estable
209328,2020,146.1339,100.0,False,True,Base Estable
209381,2021,661.3826,100.0,False,True,Base Estable
209412,2024,660.5452,100.0,False,True,Base Estable
209428,2023,709.77893,100.0,False,True,Base Estable
209432,2024,3703.658,100.0,True,True,VIP — Prioridad Máxima
209435,2024,75.21778,87.5,False,False,Baja Prioridad
209455,2024,403.24026,100.0,False,True,Base Estable
209459,2020,143.34697,100.0,False,True,Base Estable
209462,2024,1247.4252,100.0,False,True,Base Estable
209471,2016,95.43209,100.0,False,True,Base Estable
