FanID,Board,Role,StartDate,EndDate,Current
39374,Seminole Boosters Board of Directors,At-Large,2007-01-01T00:00:00.000000000,2008-06-30T00:00:00.000000000,true
39374,Seminole Boosters Board of Directors,Past Chairman,2012-07-01T00:00:00.000000000,,true
60194,Seminole Boosters Board of Directors,At-Large,1993-01-01T00:00:00.000000000,1995-12-31T00:00:00.000000000,true
60194,Seminole Boosters Board of Directors,At-Large,1996-01-01T00:00:00.000000000,1998-12-31T00:00:00.000000000,true
60194,Seminole Boosters Board of Directors,Chair-Elect,1999-01-01T00:00:00.000000000,1999-12-31T00:00:00.000000000,true
60194,Seminole Boosters Board of Directors,Ex-Officio,2001-01-01T00:00:00.000000000,,true
282427714,Seminole Boosters Board of Directors,At-Large,2018-07-01T00:00:00.000000000,2024-06-30T00:00:00.000000000,false
292609448,Seminole Boosters Board of Directors,Ex-Officio,2008-07-01T00:00:00.000000000,2010-06-30T00:00:00.000000000,false
26667,Seminole Boosters Board of Directors,At-Large,2020-02-12T00:00:00.000000000,2023-06-30T00:00:00.000000000,false
26667,Seminole Boosters Board of Directors,Secretary,2021-07-01T00:00:00.000000000,2023-06-30T00:00:00.000000000,false
85931,Seminole Boosters Board of Directors,"Ex-Officio - Chair, Alumni Association",2017-07-01T00:00:00.000000000,2018-06-30T00:00:00.000000000,false
94873,Seminole Boosters Board of Directors,At-Large,1990-01-01T00:00:00.000000000,1991-12-31T00:00:00.000000000,false
94873,Seminole Boosters Board of Directors,At-Large,2012-07-01T00:00:00.000000000,2018-06-30T00:00:00.000000000,false
762635,Seminole Boosters Board of Directors,At-Large,2006-01-01T00:00:00.000000000,2012-06-30T00:00:00.000000000,false
762635,Seminole Boosters Board of Directors,At-Large,2017-07-01T00:00:00.000000000,2023-06-30T00:00:00.000000000,false
167647,Seminole Boosters Board of Directors,At-Large,2010-07-01T00:00:00.000000000,2012-06-30T00:00:00.000000000,false
167647,Seminole Boosters Board of Directors,At-Large,2012-07-01T00:00:00.000000000,2015-06-30T00:00:00.000000000,false
727917,Seminole Boosters Board of Directors,At-Large,2008-07-01T00:00:00.000000000,2011-06-30T00:00:00.000000000,false
727917,Seminole Boosters Board of Directors,At-Large,2011-07-01T00:00:00.000000000,2014-06-30T00:00:00.000000000,false
675240,Seminole Boosters Board of Directors,At-Large,2019-07-01T00:00:00.000000000,2025-06-30T00:00:00.000000000,false
512289,Seminole Boosters Board of Directors,At-Large,2018-07-01T00:00:00.000000000,2025-06-30T00:00:00.000000000,false
440814,Seminole Boosters Board of Directors,At-Large,2012-07-01T00:00:00.000000000,2018-06-30T00:00:00.000000000,false
154792,Seminole Boosters Board of Directors,At-Large,1990-01-01T00:00:00.000000000,1992-12-31T00:00:00.000000000,false
154792,Seminole Boosters Board of Directors,At-Large,1993-01-01T00:00:00.000000000,1995-12-31T00:00:00.000000000,false
765536,Seminole Boosters Board of Directors,At-Large,2018-07-01T00:00:00.000000000,2021-06-30T00:00:00.000000000,false
677185,Seminole Boosters Board of Directors,At-Large,2004-01-01T00:00:00.000000000,2004-12-31T00:00:00.000000000,false
677185,Seminole Boosters Board of Directors,At-Large,2006-01-01T00:00:00.000000000,2011-06-30T00:00:00.000000000,false
677185,Seminole Boosters Board of Directors,Ex-Officio,2005-01-01T00:00:00.000000000,2005-12-31T00:00:00.000000000,false
733523,Seminole Boosters Board of Directors,University President/Designee,2020-07-22T00:00:00.000000000,2021-08-15T00:00:00.000000000,false
122746,Seminole Boosters Board of Directors,At-Large,1994-01-01T00:00:00.000000000,1996-12-31T00:00:00.000000000,false
122746,Seminole Boosters Board of Directors,Ex-Officio,1997-01-01T00:00:00.000000000,1998-12-31T00:00:00.000000000,false
715263,Seminole Boosters Board of Directors,Ex-Officio,2010-06-30T00:00:00.000000000,2012-06-30T00:00:00.000000000,false
486738,Seminole Boosters Board of Directors,At-Large,1992-01-01T00:00:00.000000000,1994-12-31T00:00:00.000000000,false
234862,Seminole Boosters Board of Directors,At-Large,1978-01-01T00:00:00.000000000,1985-12-31T00:00:00.000000000,false
234862,Seminole Boosters Board of Directors,At-Large,1989-01-01T00:00:00.000000000,1991-12-31T00:00:00.000000000,false
729615,Seminole Boosters Board of Directors,At-Large,2004-01-01T00:00:00.000000000,2007-06-30T00:00:00.000000000,false
729615,Seminole Boosters Board of Directors,At-Large,2007-07-01T00:00:00.000000000,2010-06-30T00:00:00.000000000,false
148249,Seminole Boosters Board of Directors,At-Large,2013-07-01T00:00:00.000000000,2015-06-30T00:00:00.000000000,false
684355,Seminole Boosters Board of Directors,At-Large,1983-01-01T00:00:00.000000000,1985-12-31T00:00:00.000000000,false
684355,Seminole Boosters Board of Directors,At-Large,1986-01-01T00:00:00.000000000,1988-12-31T00:00:00.000000000,false
276280550,Seminole Boosters Board of Directors,Ex-Officio,2016-07-01T00:00:00.000000000,2017-06-30T00:00:00.000000000,false
181462,Seminole Boosters Board of Directors,At-Large,1988-01-01T00:00:00.000000000,1990-12-31T00:00:00.000000000,true
181462,Seminole Boosters Board of Directors,At-Large,1991-01-01T00:00:00.000000000,1992-12-31T00:00:00.000000000,true
181462,Seminole Boosters Board of Directors,Chair-Elect,1993-01-01T00:00:00.000000000,1993-12-31T00:00:00.000000000,true
181462,Seminole Boosters Board of Directors,Ex-Officio,1995-01-01T00:00:00.000000000,,true
202323,Seminole Boosters Board of Directors,Ex-Officio,2021-07-01T00:00:00.000000000,2023-06-30T00:00:00.000000000,false
41209,Seminole Boosters Board of Directors,At-Large,1984-01-01T00:00:00.000000000,1986-12-31T00:00:00.000000000,false
41209,Seminole Boosters Board of Directors,At-Large,1987-01-01T00:00:00.000000000,1989-12-31T00:00:00.000000000,false
41209,Seminole Boosters Board of Directors,At-Large,1992-01-01T00:00:00.000000000,1994-12-31T00:00:00.000000000,false
41209,Seminole Boosters Board of Directors,At-Large,1995-01-01T00:00:00.000000000,1997-12-31T00:00:00.000000000,false
41209,Seminole Boosters Board of Directors,At-Large,2004-01-01T00:00:00.000000000,2008-06-30T00:00:00.000000000,false
41209,Seminole Boosters Board of Directors,At-Large,2008-07-01T00:00:00.000000000,2010-06-30T00:00:00.000000000,false
715652,Seminole Boosters Board of Directors,At-Large,2001-01-01T00:00:00.000000000,2003-12-31T00:00:00.000000000,false
715652,Seminole Boosters Board of Directors,"Ex-Officio - Chair/Designee, University BOT",2015-07-01T00:00:00.000000000,2021-09-09T00:00:00.000000000,false
704249,Seminole Boosters Board of Directors,At-Large,1996-01-01T00:00:00.000000000,1998-12-31T00:00:00.000000000,false
704249,Seminole Boosters Board of Directors,At-Large,1999-01-01T00:00:00.000000000,2000-12-31T00:00:00.000000000,false
178729,Seminole Boosters Board of Directors,At-Large,2013-07-01T00:00:00.000000000,2016-06-30T00:00:00.000000000,true
178729,Seminole Boosters Board of Directors,Chair,2018-07-01T00:00:00.000000000,2019-06-30T00:00:00.000000000,true
178729,Seminole Boosters Board of Directors,Emeritus,2024-07-01T00:00:00.000000000,,true
178729,Seminole Boosters Board of Directors,Immediate Past Chair,2019-07-01T00:00:00.000000000,2021-06-30T00:00:00.000000000,true
178729,Seminole Boosters Board of Directors,Past Chair,2021-07-01T00:00:00.000000000,,true
178729,Seminole Boosters Board of Directors,Secretary/Treasurer,2016-07-01T00:00:00.000000000,2017-06-30T00:00:00.000000000,true
178729,Seminole Boosters Board of Directors,Vice Chair,2017-07-01T00:00:00.000000000,2018-06-30T00:00:00.000000000,true
244527,Seminole Boosters Board of Directors,At-Large,1992-01-01T00:00:00.000000000,1994-12-31T00:00:00.000000000,false
244527,Seminole Boosters Board of Directors,At-Large,1995-01-01T00:00:00.000000000,1997-12-31T00:00:00.000000000,false
244527,Seminole Boosters Board of Directors,At-Large,2000-01-01T00:00:00.000000000,2002-12-31T00:00:00.000000000,false
244527,Seminole Boosters Board of Directors,At-Large,2003-01-01T00:00:00.000000000,2005-12-31T00:00:00.000000000,false
556804,Seminole Boosters Board of Directors,At-Large,1988-01-01T00:00:00.000000000,1990-12-31T00:00:00.000000000,false
749492,Seminole Boosters Board of Directors,At-Large,1979-01-01T00:00:00.000000000,1980-12-31T00:00:00.000000000,true
749492,Seminole Boosters Board of Directors,At-Large,1982-01-01T00:00:00.000000000,1984-12-31T00:00:00.000000000,true
749492,Seminole Boosters Board of Directors,At-Large,1985-01-01T00:00:00.000000000,1986-12-31T00:00:00.000000000,true
749492,Seminole Boosters Board of Directors,At-Large,1989-01-01T00:00:00.000000000,1989-12-31T00:00:00.000000000,true
749492,Seminole Boosters Board of Directors,Ex-Officio,1978-01-01T00:00:00.000000000,1978-12-31T00:00:00.000000000,true
749492,Seminole Boosters Board of Directors,Ex-Officio,1990-01-01T00:00:00.000000000,1990-12-31T00:00:00.000000000,true
749492,Seminole Boosters Board of Directors,Ex-Officio,1994-01-01T00:00:00.000000000,,true
578857,Seminole Boosters Board of Directors,At-Large,1985-01-01T00:00:00.000000000,1987-12-31T00:00:00.000000000,false
578857,Seminole Boosters Board of Directors,Ex-Officio,1988-01-01T00:00:00.000000000,1990-12-31T00:00:00.000000000,false
578857,Seminole Boosters Board of Directors,Ex-Officio,1993-01-01T00:00:00.000000000,,false
781372,Seminole Boosters Board of Directors,Ex-Officio,1995-01-01T00:00:00.000000000,1997-12-31T00:00:00.000000000,false
776668,Seminole Boosters Board of Directors,At-Large,1991-01-01T00:00:00.000000000,1993-12-31T00:00:00.000000000,false
650312,Seminole Boosters Board of Directors,At-Large,1991-01-01T00:00:00.000000000,1993-12-31T00:00:00.000000000,true
650312,Seminole Boosters Board of Directors,Ex-Officio,1994-01-01T00:00:00.000000000,1994-12-31T00:00:00.000000000,true
650312,Seminole Boosters Board of Directors,Ex-Officio,1995-01-01T00:00:00.000000000,1995-12-31T00:00:00.000000000,true
650312,Seminole Boosters Board of Directors,Past Chairman,1998-01-01T00:00:00.000000000,,true
753442,Seminole Boosters Board of Directors,At-Large,1995-01-01T00:00:00.000000000,1996-12-31T00:00:00.000000000,false
753442,Seminole Boosters Board of Directors,Ex-Officio,1998-01-01T00:00:00.000000000,2008-06-30T00:00:00.000000000,false
702067,Seminole Boosters Board of Directors,At-Large,2021-07-01T00:00:00.000000000,2024-09-01T00:00:00.000000000,false
717340,Seminole Boosters Board of Directors,At-Large,2008-07-01T00:00:00.000000000,2014-06-30T00:00:00.000000000,false
667055,Seminole Boosters Board of Directors,Ex-Officio,2012-07-01T00:00:00.000000000,2014-06-30T00:00:00.000000000,false
572506,Seminole Boosters Board of Directors,At-Large,1997-01-01T00:00:00.000000000,1999-12-31T00:00:00.000000000,false
572506,Seminole Boosters Board of Directors,At-Large,2000-01-01T00:00:00.000000000,2002-12-31T00:00:00.000000000,false
777590,Seminole Boosters Board of Directors,At-Large,2004-01-01T00:00:00.000000000,2008-06-30T00:00:00.000000000,false
282671263,Seminole Boosters Board of Directors,Ex-Officio,1999-01-01T00:00:00.000000000,2000-12-31T00:00:00.000000000,false
106458206,Seminole Boosters Board of Directors,At-Large,1986-01-01T00:00:00.000000000,1988-12-31T00:00:00.000000000,false
106458206,Seminole Boosters Board of Directors,At-Large,1989-01-01T00:00:00.000000000,1989-12-31T00:00:00.000000000,false
276022413,Seminole Boosters Board of Directors,At-Large,2022-07-01T00:00:00.000000000,,true
129083,Seminole Boosters Board of Directors,At-Large,1988-01-01T00:00:00.000000000,1990-12-30T00:00:00.000000000,false
129083,Seminole Boosters Board of Directors,At-Large,1991-01-01T00:00:00.000000000,1991-12-31T00:00:00.000000000,false
716170,Seminole Boosters Board of Directors,Ex-Officio,2004-01-01T00:00:00.000000000,2005-12-31T00:00:00.000000000,false
123264,Seminole Boosters Board of Directors,At-Large,2016-07-01T00:00:00.000000000,2022-06-30T00:00:00.000000000,false
153200,Seminole Boosters Board of Directors,Ex-Officio,1992-01-01T00:00:00.000000000,2014-06-30T00:00:00.000000000,false
776553,Seminole Boosters Board of Directors,At-Large,1978-01-01T00:00:00.000000000,1980-12-31T00:00:00.000000000,true
776553,Seminole Boosters Board of Directors,At-Large,1982-01-01T00:00:00.000000000,1982-12-31T00:00:00.000000000,true
776553,Seminole Boosters Board of Directors,Chair-Elect,1983-01-01T00:00:00.000000000,1983-12-31T00:00:00.000000000,true
776553,Seminole Boosters Board of Directors,Ex-Officio,1981-01-01T00:00:00.000000000,1981-12-31T00:00:00.000000000,true
776553,Seminole Boosters Board of Directors,Past Chairman,1985-01-01T00:00:00.000000000,,true
104723,Seminole Boosters Board of Directors,At-Large,1989-01-01T00:00:00.000000000,1990-12-31T00:00:00.000000000,false
104723,Seminole Boosters Board of Directors,At-Large,1992-01-01T00:00:00.000000000,1994-12-31T00:00:00.000000000,false
737963,Seminole Boosters Board of Directors,At-Large,2002-01-01T00:00:00.000000000,2004-12-31T00:00:00.000000000,false
783225,Seminole Boosters Board of Directors,At-Large,2002-01-01T00:00:00.000000000,2004-12-31T00:00:00.000000000,false
783225,Seminole Boosters Board of Directors,At-Large,2005-01-01T00:00:00.000000000,2005-12-31T00:00:00.000000000,false
748993,Seminole Boosters Board of Directors,Ex-Officio,2011-01-01T00:00:00.000000000,2021-06-30T00:00:00.000000000,false
570642,Seminole Boosters Board of Directors,At-Large,1999-01-01T00:00:00.000000000,2001-12-31T00:00:00.000000000,false
570642,Seminole Boosters Board of Directors,At-Large,2002-01-01T00:00:00.000000000,2004-12-31T00:00:00.000000000,false
512126,Seminole Boosters Board of Directors,At-Large,1987-01-01T00:00:00.000000000,1988-12-31T00:00:00.000000000,false
512126,Seminole Boosters Board of Directors,Chair-Elect,1990-01-01T00:00:00.000000000,1990-12-31T00:00:00.000000000,false
512126,Seminole Boosters Board of Directors,Ex-Officio,1989-01-01T00:00:00.000000000,1989-12-31T00:00:00.000000000,false
512126,Seminole Boosters Board of Directors,Past Chairman,1992-01-01T00:00:00.000000000,2019-07-25T00:00:00.000000000,false
731362,Seminole Boosters Board of Directors,At-Large,2004-01-01T00:00:00.000000000,2007-06-30T00:00:00.000000000,false
731362,Seminole Boosters Board of Directors,At-Large,2007-07-01T00:00:00.000000000,2010-06-30T00:00:00.000000000,false
731362,Seminole Boosters Board of Directors,At-Large,2015-07-01T00:00:00.000000000,2018-06-30T00:00:00.000000000,false
731362,Seminole Boosters Board of Directors,At-Large,2018-07-01T00:00:00.000000000,2021-06-30T00:00:00.000000000,false
65507,Seminole Boosters Board of Directors,At-Large,2006-01-01T00:00:00.000000000,2012-06-30T00:00:00.000000000,false
65507,Seminole Boosters Board of Directors,Ex-Officio,2003-01-01T00:00:00.000000000,2004-12-31T00:00:00.000000000,false
766710,Seminole Boosters Board of Directors,At-Large,1990-01-01T00:00:00.000000000,1992-12-31T00:00:00.000000000,false
766710,Seminole Boosters Board of Directors,At-Large,1993-01-01T00:00:00.000000000,1995-12-31T00:00:00.000000000,false
28727,Seminole Boosters Board of Directors,At-Large,1985-01-01T00:00:00.000000000,1987-12-31T00:00:00.000000000,false
28727,Seminole Boosters Board of Directors,At-Large,1988-01-01T00:00:00.000000000,1990-12-31T00:00:00.000000000,false
692808,Seminole Boosters Board of Directors,Ex-Officio,2012-07-01T00:00:00.000000000,2013-06-30T00:00:00.000000000,false
712435,Seminole Boosters Board of Directors,Ex-Officio,1979-01-01T00:00:00.000000000,2017-08-03T00:00:00.000000000,false
711730,Seminole Boosters Board of Directors,"Ex-Officio - Chair/Designee, University BOT",2021-09-09T00:00:00.000000000,,true
568321,Seminole Boosters Board of Directors,At-Large,1985-01-01T00:00:00.000000000,1987-12-31T00:00:00.000000000,false
568321,Seminole Boosters Board of Directors,At-Large,1988-01-01T00:00:00.000000000,1988-12-31T00:00:00.000000000,false
568321,Seminole Boosters Board of Directors,Chair-Elect,1989-01-01T00:00:00.000000000,1989-12-31T00:00:00.000000000,false
155199,Seminole Boosters Board of Directors,At-Large,1998-01-01T00:00:00.000000000,1998-12-31T00:00:00.000000000,false
716623,Seminole Boosters Board of Directors,"Ex-Officio - Chair, Alumni Association",2019-07-01T00:00:00.000000000,2020-06-30T00:00:00.000000000,false
689544,Seminole Boosters Board of Directors,At-Large,1998-01-01T00:00:00.000000000,2000-12-31T00:00:00.000000000,false
689544,Seminole Boosters Board of Directors,At-Large,2001-01-01T00:00:00.000000000,2003-12-31T00:00:00.000000000,false
718535,Seminole Boosters Board of Directors,At-Large,2018-07-01T00:00:00.000000000,,true
718535,Seminole Boosters Board of Directors,Chair,2022-07-02T00:00:00.000000000,2024-06-30T00:00:00.000000000,true
718535,Seminole Boosters Board of Directors,Secretary,2019-07-01T00:00:00.000000000,2020-06-30T00:00:00.000000000,true
718535,Seminole Boosters Board of Directors,Treasurer,2020-07-01T00:00:00.000000000,2021-06-30T00:00:00.000000000,true
718535,Seminole Boosters Board of Directors,Vice Chair,2021-07-01T00:00:00.000000000,,true
478965,Seminole Boosters Board of Directors,Ex-Officio,1985-01-01T00:00:00.000000000,2003-12-31T00:00:00.000000000,false
73141,Seminole Boosters Board of Directors,Ex-Officio,1989-01-01T00:00:00.000000000,1994-12-31T00:00:00.000000000,false
726695,Seminole Boosters Board of Directors,At-Large,2025-07-01T00:00:00.000000000,,true
572892,Seminole Boosters Board of Directors,At-Large,1999-01-01T00:00:00.000000000,2001-12-31T00:00:00.000000000,false
572892,Seminole Boosters Board of Directors,At-Large,2002-01-01T00:00:00.000000000,2004-12-31T00:00:00.000000000,false
464982,Seminole Boosters Board of Directors,At-Large,2002-01-01T00:00:00.000000000,2004-12-31T00:00:00.000000000,false
464982,Seminole Boosters Board of Directors,At-Large,2005-01-01T00:00:00.000000000,2008-06-30T00:00:00.000000000,false
108466,Seminole Boosters Board of Directors,Ex-Officio,1981-01-01T00:00:00.000000000,1988-12-31T00:00:00.000000000,false
122861,Seminole Boosters Board of Directors,At-Large,2001-01-01T00:00:00.000000000,2003-12-31T00:00:00.000000000,true
122861,Seminole Boosters Board of Directors,At-Large,2004-01-01T00:00:00.000000000,2004-12-31T00:00:00.000000000,true
122861,Seminole Boosters Board of Directors,At-Large,2008-07-01T00:00:00.000000000,,true
122861,Seminole Boosters Board of Directors,Chair-Elect,2006-01-01T00:00:00.000000000,2007-06-30T00:00:00.000000000,true
122861,Seminole Boosters Board of Directors,Ex-Officio,2005-01-01T00:00:00.000000000,2005-12-31T00:00:00.000000000,true
172065924,Seminole Boosters Board of Directors,At-Large,1999-01-01T00:00:00.000000000,1999-12-31T00:00:00.000000000,false
733430,Seminole Boosters Board of Directors,At-Large,2020-07-01T00:00:00.000000000,,true
147692733,Seminole Boosters Board of Directors,At-Large,2007-07-01T00:00:00.000000000,2010-06-30T00:00:00.000000000,false
147692733,Seminole Boosters Board of Directors,At-Large,2010-07-01T00:00:00.000000000,2013-06-30T00:00:00.000000000,false
147692733,Seminole Boosters Board of Directors,At-Large,2023-07-01T00:00:00.000000000,2025-06-30T00:00:00.000000000,false
469502,Seminole Boosters Board of Directors,At-Large,1996-01-01T00:00:00.000000000,1998-12-31T00:00:00.000000000,false
469502,Seminole Boosters Board of Directors,At-Large,1999-01-01T00:00:00.000000000,2000-12-31T00:00:00.000000000,false
469502,Seminole Boosters Board of Directors,At-Large,2010-06-30T00:00:00.000000000,2013-06-30T00:00:00.000000000,false
469502,Seminole Boosters Board of Directors,At-Large,2013-07-01T00:00:00.000000000,2016-06-30T00:00:00.000000000,false
703155,Seminole Boosters Board of Directors,At-Large,1995-01-01T00:00:00.000000000,1997-12-31T00:00:00.000000000,false
703155,Seminole Boosters Board of Directors,At-Large,1998-01-01T00:00:00.000000000,2000-12-31T00:00:00.000000000,false
693392,Seminole Boosters Board of Directors,At-Large,1999-01-01T00:00:00.000000000,2001-12-31T00:00:00.000000000,false
693392,Seminole Boosters Board of Directors,At-Large,2002-01-01T00:00:00.000000000,2003-12-31T00:00:00.000000000,false
248287,Seminole Boosters Board of Directors,At-Large,2009-07-01T00:00:00.000000000,2012-06-30T00:00:00.000000000,true
248287,Seminole Boosters Board of Directors,At-Large,2012-07-01T00:00:00.000000000,2015-06-30T00:00:00.000000000,true
248287,Seminole Boosters Board of Directors,At-Large,2018-07-01T00:00:00.000000000,2024-06-30T00:00:00.000000000,true
248287,Seminole Boosters Board of Directors,At-Large,2025-07-01T00:00:00.000000000,,true
98212,Seminole Boosters Board of Directors,At-Large,1995-01-01T00:00:00.000000000,1997-12-31T00:00:00.000000000,false
98212,Seminole Boosters Board of Directors,At-Large,1998-01-01T00:00:00.000000000,2000-12-31T00:00:00.000000000,false
762834,Seminole Boosters Board of Directors,At-Large,2004-01-01T00:00:00.000000000,2005-12-31T00:00:00.000000000,false
762834,Seminole Boosters Board of Directors,At-Large,2012-07-01T00:00:00.000000000,2018-06-30T00:00:00.000000000,false
762834,Seminole Boosters Board of Directors,Ex-Officio,2006-01-01T00:00:00.000000000,2010-06-30T00:00:00.000000000,false
36890,Seminole Boosters Board of Directors,At-Large,2015-07-01T00:00:00.000000000,2018-06-30T00:00:00.000000000,false
36890,Seminole Boosters Board of Directors,At-Large,2018-07-01T00:00:00.000000000,2020-06-30T00:00:00.000000000,false
275950375,Seminole Boosters Board of Directors,At-Large,2011-07-01T00:00:00.000000000,2014-06-30T00:00:00.000000000,false
274543714,Seminole Boosters Board of Directors,At-Large,2022-07-01T00:00:00.000000000,,true
274424854,Seminole Boosters Board of Directors,At-Large,2025-07-01T00:00:00.000000000,,true
120983,Seminole Boosters Board of Directors,At-Large,2001-01-01T00:00:00.000000000,2003-12-31T00:00:00.000000000,false
120983,Seminole Boosters Board of Directors,At-Large,2004-01-01T00:00:00.000000000,2007-06-30T00:00:00.000000000,false
216678,Seminole Boosters Board of Directors,At-Large,1984-01-01T00:00:00.000000000,1985-12-31T00:00:00.000000000,true
216678,Seminole Boosters Board of Directors,Past Chairman,1990-01-01T00:00:00.000000000,,true
758566,Seminole Boosters Board of Directors,At-Large,1996-01-01T00:00:00.000000000,1998-12-31T00:00:00.000000000,false
116512,Seminole Boosters Board of Directors,At-Large,1990-01-01T00:00:00.000000000,1992-12-31T00:00:00.000000000,false
116512,Seminole Boosters Board of Directors,At-Large,1993-01-01T00:00:00.000000000,1995-12-31T00:00:00.000000000,false
64899,Seminole Boosters Board of Directors,At-Large,1983-01-01T00:00:00.000000000,1985-12-31T00:00:00.000000000,false
146683,Seminole Boosters Board of Directors,At-Large,1999-01-01T00:00:00.000000000,1999-12-31T00:00:00.000000000,false
696094,Seminole Boosters Board of Directors,At-Large,1996-01-01T00:00:00.000000000,1997-12-31T00:00:00.000000000,false
235236,Seminole Boosters Board of Directors,At-Large,2003-01-01T00:00:00.000000000,2005-12-31T00:00:00.000000000,false
235236,Seminole Boosters Board of Directors,At-Large,2006-01-01T00:00:00.000000000,2008-06-30T00:00:00.000000000,false
24365,Seminole Boosters Board of Directors,At-Large,2019-07-01T00:00:00.000000000,2025-06-30T00:00:00.000000000,false
740812,Seminole Boosters Board of Directors,Ex-Officio,2002-01-01T00:00:00.000000000,2013-06-06T00:00:00.000000000,false
276049792,Seminole Boosters Board of Directors,At-Large,2011-07-01T00:00:00.000000000,2017-06-30T00:00:00.000000000,false
633824,Seminole Boosters Board of Directors,At-Large,1985-01-01T00:00:00.000000000,1987-12-31T00:00:00.000000000,false
633824,Seminole Boosters Board of Directors,At-Large,1988-01-01T00:00:00.000000000,1990-12-31T00:00:00.000000000,false
58757,Seminole Boosters Board of Directors,At-Large,2008-07-01T00:00:00.000000000,2011-06-30T00:00:00.000000000,false
582843,Seminole Boosters Board of Directors,At-Large,2010-06-30T00:00:00.000000000,2013-05-29T00:00:00.000000000,false
482780,Seminole Boosters Board of Directors,At-Large,2015-07-01T00:00:00.000000000,2018-06-30T00:00:00.000000000,true
482780,Seminole Boosters Board of Directors,At-Large,2018-07-01T00:00:00.000000000,2021-11-04T00:00:00.000000000,true
482780,Seminole Boosters Board of Directors,At-Large,2024-07-01T00:00:00.000000000,,true
482780,Seminole Boosters Board of Directors,Treasurer,2019-07-01T00:00:00.000000000,2020-06-30T00:00:00.000000000,true
274544075,Seminole Boosters Board of Directors,At-Large,1995-01-01T00:00:00.000000000,1997-12-31T00:00:00.000000000,false
274544075,Seminole Boosters Board of Directors,At-Large,1998-01-01T00:00:00.000000000,2000-12-31T00:00:00.000000000,false
748457,Seminole Boosters Board of Directors,At-Large,1987-01-01T00:00:00.000000000,1989-12-31T00:00:00.000000000,false
748457,Seminole Boosters Board of Directors,At-Large,1990-01-01T00:00:00.000000000,1992-12-31T00:00:00.000000000,false
562183,Seminole Boosters Board of Directors,Ex-Officio,2023-07-01T00:00:00.000000000,2025-03-03T00:00:00.000000000,false
233321,Seminole Boosters Board of Directors,At-Large,2004-01-01T00:00:00.000000000,2007-06-30T00:00:00.000000000,true
233321,Seminole Boosters Board of Directors,Past Chairman,2012-07-01T00:00:00.000000000,,true
716048,Seminole Boosters Board of Directors,At-Large,1981-01-01T00:00:00.000000000,1982-12-31T00:00:00.000000000,false
716048,Seminole Boosters Board of Directors,At-Large,1984-01-01T00:00:00.000000000,1984-12-31T00:00:00.000000000,false
716048,Seminole Boosters Board of Directors,Ex-Officio,1983-01-01T00:00:00.000000000,1983-12-31T00:00:00.000000000,false
261383,Seminole Boosters Board of Directors,At-Large,2006-01-01T00:00:00.000000000,2009-06-30T00:00:00.000000000,false
261383,Seminole Boosters Board of Directors,At-Large,2009-07-01T00:00:00.000000000,2012-06-30T00:00:00.000000000,false
199549,Seminole Boosters Board of Directors,At-Large,2010-07-01T00:00:00.000000000,2013-06-30T00:00:00.000000000,true
199549,Seminole Boosters Board of Directors,At-Large,2013-07-01T00:00:00.000000000,2016-06-30T00:00:00.000000000,true
199549,Seminole Boosters Board of Directors,At-Large,2022-07-01T00:00:00.000000000,,true
623309,Seminole Boosters Board of Directors,At-Large,1998-01-01T00:00:00.000000000,2000-12-31T00:00:00.000000000,false
623309,Seminole Boosters Board of Directors,At-Large,2001-01-01T00:00:00.000000000,2003-12-31T00:00:00.000000000,false
623309,Seminole Boosters Board of Directors,Ex-Officio,2013-12-05T00:00:00.000000000,2015-06-30T00:00:00.000000000,false
756200,Seminole Boosters Board of Directors,Ex-Officio,2014-07-01T00:00:00.000000000,2015-06-30T00:00:00.000000000,false
232474,Seminole Boosters Board of Directors,At-Large,2010-07-01T00:00:00.000000000,2016-06-30T00:00:00.000000000,false
232474,Seminole Boosters Board of Directors,At-Large,2018-07-01T00:00:00.000000000,2024-06-30T00:00:00.000000000,false
232474,Seminole Boosters Board of Directors,Executive Com.,2014-07-01T00:00:00.000000000,2016-06-30T00:00:00.000000000,false
2321505,Seminole Boosters Board of Directors,At-Large,2005-01-01T00:00:00.000000000,2008-06-30T00:00:00.000000000,false
2321505,Seminole Boosters Board of Directors,At-Large,2008-07-01T00:00:00.000000000,2011-06-30T00:00:00.000000000,false
640239,Seminole Boosters Board of Directors,At-Large,2006-01-01T00:00:00.000000000,2012-06-30T00:00:00.000000000,false
640239,Seminole Boosters Board of Directors,At-Large,2015-07-01T00:00:00.000000000,2018-06-30T00:00:00.000000000,false
640239,Seminole Boosters Board of Directors,At-Large,2018-07-01T00:00:00.000000000,2019-06-30T00:00:00.000000000,false
758600,Seminole Boosters Board of Directors,At-Large,2007-07-01T00:00:00.000000000,2008-06-30T00:00:00.000000000,true
758600,Seminole Boosters Board of Directors,At-Large,2017-07-01T00:00:00.000000000,2023-06-30T00:00:00.000000000,true
758600,Seminole Boosters Board of Directors,Chair,2024-07-01T00:00:00.000000000,,true
758600,Seminole Boosters Board of Directors,Vice Chair,2023-07-01T00:00:00.000000000,2024-06-30T00:00:00.000000000,true
741677,Seminole Boosters Board of Directors,At-Large,2003-01-01T00:00:00.000000000,2004-12-31T00:00:00.000000000,false
44204,Seminole Boosters Board of Directors,At-Large,1986-01-01T00:00:00.000000000,1988-12-31T00:00:00.000000000,false
